codigo,tipo,titulo,capítulo,secuencia,FEN,bando_que_mueve,objetivo,nivel,comentario_blancas,comentario_negras,continuidad_didactica,referencia_en_manual
SIC-E04,ejercicio,"Tras 2...d5 3.exd5 Dxd5, ¿qué debe priorizar el blanco?",Parte XIII,1.e4 c5 2.c3 d5 3.exd5 Qxd5,rnb1kbnr/pp2pppp/8/2pq4/8/2P5/PP1P1PPP/RNBQKBNR w KQkq - 0 4,Según FEN,Comparar dos candidatas y anticipar la mejor respuesta rival.,básico,Resolver desde la perspectiva del repertorio blanco.,Calcular la respuesta negra más incómoda antes de decidir.,SIC-P05,SIC-E04
SIC-E05,ejercicio,"Si las negras han jugado ...Cc6 sin golpear e4, ¿qué oportunidad tiene el blanco?",Parte XIII,1.e4 c5 2.c3 Nc6 3.d4 cxd4 4.cxd4,r1bqkbnr/pp1ppppp/2n5/8/3PP3/8/PP3PPP/RNBQKBNR b KQkq - 0 4,Según FEN,Comparar dos candidatas y anticipar la mejor respuesta rival.,básico,Resolver desde la perspectiva del repertorio blanco.,Calcular la respuesta negra más incómoda antes de decidir.,SIC-P07,SIC-E05
SIC-E06,ejercicio,"En la cadena d4-e5, ¿qué peón es la base que el negro quiere atacar?",Parte XIII,1.e4 c5 2.c3 Nf6 3.e5 Nd5 4.d4 cxd4 5.cxd4 d6 6.Nf3,rnbqkb1r/pp2pppp/3p4/3nP3/3P4/5N2/PP3PPP/RNBQKB1R b KQkq - 1 6,Según FEN,Comparar dos candidatas y anticipar la mejor respuesta rival.,básico,Resolver desde la perspectiva del repertorio blanco.,Calcular la respuesta negra más incómoda antes de decidir.,SIC-S01,SIC-E06
SIC-E07,ejercicio,¿Cómo debe jugar el bando que tiene el peón aislado d4?,Parte XIII,1.e4 c5 2.c3 d5 3.exd5 Qxd5 4.d4 cxd4 5.cxd4 Nc6 6.Nf3 Bg4,r3kbnr/pp2pppp/2n5/3q4/3P2b1/5N2/PP3PPP/RNBQKB1R w KQkq - 3 7,Según FEN,Comparar dos candidatas y anticipar la mejor respuesta rival.,básico,Resolver desde la perspectiva del repertorio blanco.,Calcular la respuesta negra más incómoda antes de decidir.,SIC-S03,SIC-E07
SIC-E08,ejercicio,¿Cuál es la condición para que los peones colgantes c4-d4 sean una fuerza?,Parte XIII,1.e4 c5 2.c3 d5 3.exd5 Qxd5 4.d4 Nf6 5.Nf3 e6 6.Be2 Be7 7.O-O O-O 8.c4,rnb2rk1/pp2bppp/4pn2/2pq4/2PP4/5N2/PP2BPPP/RNBQ1RK1 b - - 0 8,Según FEN,Comparar dos candidatas y anticipar la mejor respuesta rival.,básico,Resolver desde la perspectiva del repertorio blanco.,Calcular la respuesta negra más incómoda antes de decidir.,SIC-S04,SIC-E08
SIC-E09,ejercicio,La posición se ha cerrado con e5-d4 contra e6-d5. ¿Qué plan cambia?,Parte XIII,1.e4 c5 2.c3 e6 3.d4 d5 4.e5 Nc6 5.Nf3,r1bqkbnr/pp3ppp/2n1p3/2ppP3/3P4/2P2N2/PP3PPP/RNBQKB1R b KQkq - 2 5,Según FEN,Comparar dos candidatas y anticipar la mejor respuesta rival.,básico,Resolver desde la perspectiva del repertorio blanco.,Calcular la respuesta negra más incómoda antes de decidir.,SIC-P09,SIC-E09
SIC-E10,ejercicio,"Contra ...d6 y ...g6, ¿qué debe vigilar el blanco antes de atacar en el flanco de rey?",Parte XIII,1.e4 c5 2.c3 d6 3.d4 cxd4 4.cxd4 Nf6 5.Nc3 g6,rnbqkb1r/pp2pp1p/3p1np1/8/3PP3/2N5/PP3PPP/R1BQKBNR w KQkq - 0 6,Según FEN,Comparar dos candidatas y anticipar la mejor respuesta rival.,básico,Resolver desde la perspectiva del repertorio blanco.,Calcular la respuesta negra más incómoda antes de decidir.,SIC-P08,SIC-E10
SIC-E11,ejercicio,"Tras la simplificación del centro, ¿por qué el enroque adquiere prioridad?",Parte XIII,,r2qkb1r/pp1bpppp/1nn5/1B2N3/3P4/8/PP3PPP/RNBQK2R w KQkq - 1 10,Según FEN,Comparar dos candidatas y anticipar la mejor respuesta rival.,básico,Resolver desde la perspectiva del repertorio blanco.,Calcular la respuesta negra más incómoda antes de decidir.,SIC-M01-P3,SIC-E11
SIC-E12,ejercicio,"Con peones c4-d4 y piezas desarrolladas, ¿qué avance debe calcular el blanco?",Parte XIII,,r2r2k1/ppq1bppp/2b1pn2/8/2P5/2N1B3/PPQ1BPPP/R2R2K1 w - - 4 15,Según FEN,Comparar dos candidatas y anticipar la mejor respuesta rival.,básico,Resolver desde la perspectiva del repertorio blanco.,Calcular la respuesta negra más incómoda antes de decidir.,SIC-M02-P4,SIC-E12
SIC-E13,ejercicio,"Tras provocar peones c doblados negros, ¿qué cambia con el cambio de damas?",Parte XIII,,r1b1k2r/p4ppp/2p5/4P3/4p3/2B5/PP3PPP/R2K3R w kq - 0 15,Según FEN,Comparar dos candidatas y anticipar la mejor respuesta rival.,básico,Resolver desde la perspectiva del repertorio blanco.,Calcular la respuesta negra más incómoda antes de decidir.,SIC-M03-P4,SIC-E13
SIC-E14,ejercicio,"Contra ...e5, ¿qué casilla central se convierte en objetivo natural?",Parte XIII,1.e4 c5 2.c3 e5 3.Nf3 Nc6 4.Bb5 Nge7 5.O-O,r1bqkb1r/pp1pnppp/2n5/1Bp1p3/4P3/2P2N2/PP1P1PPP/RNBQ1RK1 b kq - 5 5,Según FEN,Comparar dos candidatas y anticipar la mejor respuesta rival.,básico,Resolver desde la perspectiva del repertorio blanco.,Calcular la respuesta negra más incómoda antes de decidir.,SIC-P11,SIC-E14
SIC-E15,ejercicio,"Si el negro invierte un tiempo en ...a6, ¿cómo se 'castiga' correctamente?",Parte XIII,1.e4 c5 2.c3 a6 3.d4 cxd4 4.cxd4 d5 5.exd5 Nf6,rnbqkb1r/1p2pppp/p4n2/3P4/3P4/8/PP3PPP/RNBQKBNR w KQkq - 1 6,Según FEN,Comparar dos candidatas y anticipar la mejor respuesta rival.,básico,Resolver desde la perspectiva del repertorio blanco.,Calcular la respuesta negra más incómoda antes de decidir.,SIC-P12,SIC-E15
SIC-E16,ejercicio,Compara 3.e5 con 3.d3: ¿qué respuesta negra debes temer si eliges la opción lenta?,Ampliación D,1.e4 c5 2.c3 Nf6,rnbqkb1r/pp1ppppp/5n2/2p5/4P3/2P5/PP1P1PPP/RNBQKBNR w KQkq - 1 3,Según FEN,Comparar dos candidatas y anticipar la mejor respuesta rival.,progresivo,Resolver desde la perspectiva del repertorio blanco.,Calcular la respuesta negra más incómoda antes de decidir.,SIC-P03,SIC-E16
SIC-E17,ejercicio,¿Conviene perseguir el caballo d5 con c4 inmediatamente o terminar desarrollo? Explica la casilla que puede cederse.,Ampliación D,1.e4 c5 2.c3 Nf6 3.e5 Nd5 4.d4 cxd4 5.Nf3,rnbqkb1r/pp1ppppp/8/3nP3/3p4/2P2N2/PP3PPP/RNBQKB1R b KQkq - 1 5,Según FEN,Comparar dos candidatas y anticipar la mejor respuesta rival.,progresivo,Resolver desde la perspectiva del repertorio blanco.,Calcular la respuesta negra más incómoda antes de decidir.,SIC-P04,SIC-E17
SIC-E18,ejercicio,Propón dos candidatas de desarrollo y explica por qué una salida temprana de dama blanca sería inferior.,Ampliación D,1.e4 c5 2.c3 d5 3.exd5 Qxd5,rnb1kbnr/pp2pppp/8/2pq4/8/2P5/PP1P1PPP/RNBQKBNR w KQkq - 0 4,Según FEN,Comparar dos candidatas y anticipar la mejor respuesta rival.,progresivo,Resolver desde la perspectiva del repertorio blanco.,Calcular la respuesta negra más incómoda antes de decidir.,SIC-P05,SIC-E18
SIC-E19,ejercicio,"¿Qué debe hacer el blanco si las negras añaden ...Cc6 contra d4? Diseña una secuencia de tres jugadas por ideas, no por memoria.",Ampliación D,1.e4 c5 2.c3 d5 3.exd5 Qxd5 4.d4 Nf6 5.Nf3 e6,rnb1kb1r/pp3ppp/4pn2/2pq4/3P4/2P2N2/PP3PPP/RNBQKB1R w KQkq - 0 6,Según FEN,Comparar dos candidatas y anticipar la mejor respuesta rival.,progresivo,Resolver desde la perspectiva del repertorio blanco.,Calcular la respuesta negra más incómoda antes de decidir.,SIC-P06,SIC-E19
SIC-E20,ejercicio,¿Qué ruptura negra es más importante anticipar: ...d5 o ...b5? Justifica por el centro.,Ampliación D,1.e4 c5 2.c3 Nc6 3.d4 cxd4 4.cxd4,r1bqkbnr/pp1ppppp/2n5/8/3PP3/8/PP3PPP/RNBQKBNR b KQkq - 0 4,Según FEN,Comparar dos candidatas y anticipar la mejor respuesta rival.,progresivo,Resolver desde la perspectiva del repertorio blanco.,Calcular la respuesta negra más incómoda antes de decidir.,SIC-P07,SIC-E20
SIC-E21,ejercicio,Construye un plan de cinco jugadas blancas que incluya seguridad del rey y una ruptura central.,Ampliación D,1.e4 c5 2.c3 d6 3.d4 cxd4 4.cxd4 Nf6 5.Nc3 g6,rnbqkb1r/pp2pp1p/3p1np1/8/3PP3/2N5/PP3PPP/R1BQKBNR w KQkq - 0 6,Según FEN,Comparar dos candidatas y anticipar la mejor respuesta rival.,progresivo,Resolver desde la perspectiva del repertorio blanco.,Calcular la respuesta negra más incómoda antes de decidir.,SIC-P08,SIC-E21
SIC-E22,ejercicio,¿Qué pieza blanca es la peor y qué ruta concreta puede mejorarla antes de jugar c4?,Ampliación D,1.e4 c5 2.c3 e6 3.d4 d5 4.e5 Nc6 5.Nf3,r1bqkbnr/pp3ppp/2n1p3/2ppP3/3P4/2P2N2/PP3PPP/RNBQKB1R b KQkq - 2 5,Según FEN,Comparar dos candidatas y anticipar la mejor respuesta rival.,progresivo,Resolver desde la perspectiva del repertorio blanco.,Calcular la respuesta negra más incómoda antes de decidir.,SIC-P09,SIC-E22
SIC-E23,ejercicio,¿Debe defenderse d5 con más piezas o devolverse el peón para ganar desarrollo? Explica el criterio.,Ampliación D,1.e4 c5 2.c3 g6 3.d4 cxd4 4.cxd4 d5 5.exd5 Nf6,rnbqkb1r/pp2pp1p/5np1/3P4/3P4/8/PP3PPP/RNBQKBNR w KQkq - 1 6,Según FEN,Comparar dos candidatas y anticipar la mejor respuesta rival.,progresivo,Resolver desde la perspectiva del repertorio blanco.,Calcular la respuesta negra más incómoda antes de decidir.,SIC-P10,SIC-E23
SIC-E24,ejercicio,Compara d4 inmediato con O-O/Ae3: ¿qué cambia si el centro se abre con el rey en e1?,Ampliación D,1.e4 c5 2.c3 e5 3.Nf3 Nc6 4.Bb5 Nge7 5.O-O,r1bqkb1r/pp1pnppp/2n5/1Bp1p3/4P3/2P2N2/PP1P1PPP/RNBQ1RK1 b kq - 5 5,Según FEN,Comparar dos candidatas y anticipar la mejor respuesta rival.,progresivo,Resolver desde la perspectiva del repertorio blanco.,Calcular la respuesta negra más incómoda antes de decidir.,SIC-P11,SIC-E24
SIC-E25,ejercicio,¿Cómo aprovechar ...a6 sin sobreextender el centro? Nombra una secuencia natural de desarrollo.,Ampliación D,1.e4 c5 2.c3 a6 3.d4 cxd4 4.cxd4 d5 5.exd5 Nf6,rnbqkb1r/1p2pppp/p4n2/3P4/3P4/8/PP3PPP/RNBQKBNR w KQkq - 1 6,Según FEN,Comparar dos candidatas y anticipar la mejor respuesta rival.,progresivo,Resolver desde la perspectiva del repertorio blanco.,Calcular la respuesta negra más incómoda antes de decidir.,SIC-P12,SIC-E25
SIC-E26,ejercicio,Señala una ruptura blanca y una negra en la cadena d4-e5; explica qué pieza debe estar lista antes.,Ampliación D,1.e4 c5 2.c3 Nf6 3.e5 Nd5 4.d4 cxd4 5.cxd4 d6 6.Nf3,rnbqkb1r/pp2pppp/3p4/3nP3/3P4/5N2/PP3PPP/RNBQKB1R b KQkq - 1 6,Según FEN,Comparar dos candidatas y anticipar la mejor respuesta rival.,progresivo,Resolver desde la perspectiva del repertorio blanco.,Calcular la respuesta negra más incómoda antes de decidir.,SIC-S01,SIC-E26
SIC-E27,ejercicio,¿Cuándo es útil c4 en el centro tenso de Barmen y qué casilla puede debilitar?,Ampliación D,1.e4 c5 2.c3 d5 3.exd5 Qxd5 4.d4 Nf6 5.Nf3 e6,rnb1kb1r/pp3ppp/4pn2/2pq4/3P4/2P2N2/PP3PPP/RNBQKB1R w KQkq - 0 6,Según FEN,Comparar dos candidatas y anticipar la mejor respuesta rival.,progresivo,Resolver desde la perspectiva del repertorio blanco.,Calcular la respuesta negra más incómoda antes de decidir.,SIC-S02,SIC-E27
SIC-E28,ejercicio,Propón un plan activo para el peón aislado d4 y una simplificación que deberías evitar.,Ampliación D,1.e4 c5 2.c3 d5 3.exd5 Qxd5 4.d4 cxd4 5.cxd4 Nc6 6.Nf3 Bg4,r3kbnr/pp2pppp/2n5/3q4/3P2b1/5N2/PP3PPP/RNBQKB1R w KQkq - 3 7,Según FEN,Comparar dos candidatas y anticipar la mejor respuesta rival.,progresivo,Resolver desde la perspectiva del repertorio blanco.,Calcular la respuesta negra más incómoda antes de decidir.,SIC-S03,SIC-E28
SIC-E29,ejercicio,¿Qué ocurre si juegas c5 y permites ...Cd5? Evalúa espacio frente a puesto avanzado.,Ampliación D,1.e4 c5 2.c3 d5 3.exd5 Qxd5 4.d4 Nf6 5.Nf3 e6 6.Be2 Be7 7.O-O O-O 8.c4,rnb2rk1/pp2bppp/4pn2/2pq4/2PP4/5N2/PP2BPPP/RNBQ1RK1 b - - 0 8,Según FEN,Comparar dos candidatas y anticipar la mejor respuesta rival.,progresivo,Resolver desde la perspectiva del repertorio blanco.,Calcular la respuesta negra más incómoda antes de decidir.,SIC-S04,SIC-E29
SIC-E30,ejercicio,"Diseña el plan contra el centro tipo Francesa: ¿c4, f4 o ataque directo? Ordena prioridades.",Ampliación D,1.e4 c5 2.c3 e6 3.d4 d5 4.e5 Nc6 5.Nf3 Nge7 6.Bd3 Ng6,r1bqkb1r/pp3ppp/2n1p1n1/2ppP3/3P4/2PB1N2/PP3PPP/RNBQK2R w KQkq - 5 7,Según FEN,Comparar dos candidatas y anticipar la mejor respuesta rival.,progresivo,Resolver desde la perspectiva del repertorio blanco.,Calcular la respuesta negra más incómoda antes de decidir.,SIC-S05,SIC-E30
SIC-E31,ejercicio,"En el final sin damas, ¿qué objetivo debe fijar el blanco antes de avanzar e6?",Ampliación D,1.e4 c5 2.c3 Nc6 3.d4 cxd4 4.cxd4 d5 5.exd5 Qxd5 6.Nf3 e5 7.Nc3 Bb4 8.Bd2 Bxc3 9.Bxc3 e4 10.Ne5 Nxe5 11.dxe5 Qxd1+ 12.Kxd1 Ne7 13.Bb5+ Nc6 14.Bxc6+ bxc6,r1b1k2r/p4ppp/2p5/4P3/4p3/2B5/PP3PPP/R2K3R w kq - 0 15,Según FEN,Comparar dos candidatas y anticipar la mejor respuesta rival.,progresivo,Resolver desde la perspectiva del repertorio blanco.,Calcular la respuesta negra más incómoda antes de decidir.,SIC-S06,SIC-E31
SIC-E32,ejercicio,"Tras 2...Cf6, encuentra el mecanismo que conserva e4 y gana espacio sin perder un tiempo.",Ampliación D,,rnbqkb1r/pp1ppppp/5n2/2p5/4P3/2P5/PP1P1PPP/RNBQKBNR w KQkq - 1 3,Según FEN,Comparar dos candidatas y anticipar la mejor respuesta rival.,progresivo,Resolver desde la perspectiva del repertorio blanco.,Calcular la respuesta negra más incómoda antes de decidir.,SIC-M01-P1,SIC-E32
SIC-E33,ejercicio,"Después de ...Cc6, ¿por qué d6 es el contragolpe lógico del negro y cómo debe prepararse el blanco?",Ampliación D,,r1bqkb1r/pp1ppppp/2n5/3nP3/3p4/2P2N2/PP3PPP/RNBQKB1R w KQkq - 2 6,Según FEN,Comparar dos candidatas y anticipar la mejor respuesta rival.,progresivo,Resolver desde la perspectiva del repertorio blanco.,Calcular la respuesta negra más incómoda antes de decidir.,SIC-M01-P2,SIC-E33
SIC-E34,ejercicio,"Con ambos reyes seguros, ¿qué columna semiabierta explica la colocación de la torre negra?",Ampliación D,,r4rk1/pp1qbppp/1nn1p3/1B6/3P4/2N1B3/PP3PPP/R2Q1RK1 w - - 4 14,Según FEN,Comparar dos candidatas y anticipar la mejor respuesta rival.,progresivo,Resolver desde la perspectiva del repertorio blanco.,Calcular la respuesta negra más incómoda antes de decidir.,SIC-M01-P4,SIC-E34
SIC-E35,ejercicio,"Después de 2...d5, ¿por qué exd5 no 'regala el centro' al negro?",Ampliación D,,rnbqkbnr/pp2pppp/8/2pp4/4P3/2P5/PP1P1PPP/RNBQKBNR w KQkq d6 0 3,Según FEN,Comparar dos candidatas y anticipar la mejor respuesta rival.,progresivo,Resolver desde la perspectiva del repertorio blanco.,Calcular la respuesta negra más incómoda antes de decidir.,SIC-M02-P1,SIC-E35
SIC-E36,ejercicio,"Con la dama negra en d5, ¿qué ganancias de tiempo son reales y cuáles imaginarias?",Ampliación D,,rnb1kb1r/pp3ppp/4pn2/2pq4/3P4/2P2N2/PP3PPP/RNBQKB1R w KQkq - 0 6,Según FEN,Comparar dos candidatas y anticipar la mejor respuesta rival.,progresivo,Resolver desde la perspectiva del repertorio blanco.,Calcular la respuesta negra más incómoda antes de decidir.,SIC-M02-P2,SIC-E36
SIC-E37,ejercicio,"Antes de c4, identifica qué piezas deben estar desarrolladas para que los peones colgantes no sean débiles.",Ampliación D,,rnbq1rk1/pp2bppp/4pn2/8/2Pp4/2N2N2/PP2BPPP/R1BQ1RK1 w - - 0 10,Según FEN,Comparar dos candidatas y anticipar la mejor respuesta rival.,progresivo,Resolver desde la perspectiva del repertorio blanco.,Calcular la respuesta negra más incómoda antes de decidir.,SIC-M02-P3,SIC-E37
SIC-E38,ejercicio,"Tras c5 y ...Cd5, decide si Cxd5 es cambio favorable y explica qué pieza negra mejora al recapturar.",Ampliación D,,2rr2k1/1pq2ppp/p3pb2/2Pb4/PP1B4/8/2Q1BPPP/2RR2K1 b - - 2 20,Según FEN,Comparar dos candidatas y anticipar la mejor respuesta rival.,progresivo,Resolver desde la perspectiva del repertorio blanco.,Calcular la respuesta negra más incómoda antes de decidir.,SIC-M02-P5,SIC-E38
SIC-E39,ejercicio,"Después de 11...Dxd1+, ¿por qué Rxd1 no es una tragedia pese a perder el derecho de enroque?",Ampliación D,,r1b1k1nr/pp3ppp/8/3qn3/3Pp3/2B5/PP3PPP/R2QKB1R w KQkq - 0 11,Según FEN,Comparar dos candidatas y anticipar la mejor respuesta rival.,progresivo,Resolver desde la perspectiva del repertorio blanco.,Calcular la respuesta negra más incómoda antes de decidir.,SIC-M03-P3,SIC-E39
SIC-E40,ejercicio,"En el final finalizado por ...Rxd8, formula un plan de tres objetivos para cada bando.",Ampliación D,,3k4/p4ppp/2p1b3/4P3/4p3/1PB5/P3KPPP/8 w - - 0 20,Según FEN,Comparar dos candidatas y anticipar la mejor respuesta rival.,progresivo,Resolver desde la perspectiva del repertorio blanco.,Calcular la respuesta negra más incómoda antes de decidir.,SIC-M03-P5,SIC-E40
SIC-F01,final_derivado,Final sin damas: fijar c6 antes de atacar,Parte XI,Derivado de SIC-M03,r1b1k2r/p4ppp/2p5/4P3/4p3/2B5/PP3PPP/R2K3R w kq - 0 15,Blancas,Convertir una ventaja estructural en un plan de actividad del rey y creación de una segunda debilidad.,1000–1400,"Centralizar el rey, fijar c6 y crear una segunda debilidad antes de atacar material.",Buscar actividad del rey y del alfil; mantener ...c5 o ...f6 como recurso liberador.,SIC-S06 · SIC-M03-P4/P5,SIC-F01
SIC-F02,final_derivado,Final de piezas menores: actividad contra peones doblados,Parte XI,Derivado de SIC-M03,3k4/p4ppp/2p1b3/4P3/4p3/1PB5/P3KPPP/8 w - - 0 20,Blancas,Convertir una ventaja estructural en un plan de actividad del rey y creación de una segunda debilidad.,1000–1400,"Centralizar el rey, fijar c6 y crear una segunda debilidad antes de atacar material.",Buscar actividad del rey y del alfil; mantener ...c5 o ...f6 como recurso liberador.,SIC-S06 · SIC-M03-P4/P5,SIC-F02
