codigo;tipo;titulo;capítulo;secuencia;FEN;bando_que_mueve;objetivo;nivel;comentario_blancas;comentario_negras;continuidad_didactica;referencia_en_manual
ITA-E09;ejercicio;Ejercicio 9;Parte XIII;e2e4 e7e5 g1f3 b8c6 f1c4 f8c5 e1g1 g8f6 c2c3 e8g8 d2d4 e5d4 c3d4 c5b6;r1bq1rk1/pppp1ppp/1bn2n2/8/2BPP3/5N2/PP3PPP/RNBQ1RK1 w - - 1 8;blancas;Con el centro abierto, ¿qué piezas ganan valor?;Básico;Torres y alfiles.;Comparar al menos dos candidatas y anticipar la respuesta más activa del rival.;Resolver sin mover, justificar la elección y revisar ITA-S01.;ITA-E09 · Parte XIII
ITA-E10;ejercicio;Ejercicio 10;Parte XIII;e2e4 e7e5 g1f3 b8c6 f1c4 f8c5 d2d3 g8f6 e1g1 d7d6 c2c3 e8g8 f1e1 a7a6 c4b3 c5a7 h2h3 h7h6 b1d2 f8e8 d2f1 c8e6 f1g3 d8d7 c1c2 a8d8 d3d4 d6d5 e4d5 f6d5 f3e5 c6e5 e1e5;3rr1k1/bppq1pp1/p3b2p/3nR3/3P4/1BP3NP/PPB2PP1/R2Q2K1 b - - 0 17;negras;En un final sin damas, ¿qué pieza debe activarse?;Básico;El rey.;Comparar al menos dos candidatas y anticipar la respuesta más activa del rival.;Resolver sin mover, justificar la elección y revisar ITA-S06.;ITA-E10 · Parte XIII
ITA-E11;ejercicio;Ejercicio 11;Parte XIII;e2e4 e7e5 g1f3 b8c6 f1c4 f8c5 e1g1 g8f6 c2c3 e8g8 d2d4 e5d4 c3d4 c5b6 b1c3 d7d6 c1e3 c8g4 f1e1 f8e8;r2qr1k1/ppp2ppp/1bnp1n2/8/2BPP1b1/2N1BN2/PP3PPP/R2QR1K1 w - - 4 11;blancas;¿Qué es la peor pieza?;Básico;La pieza menos activa o con menor función.;Comparar al menos dos candidatas y anticipar la respuesta más activa del rival.;Resolver sin mover, justificar la elección y revisar ITA-P08.;ITA-E11 · Parte XIII
ITA-E12;ejercicio;Ejercicio 12;Parte XIII;e2e4 e7e5 g1f3 b8c6 f1c4 f8c5 e1g1 g8f6 c2c3 e8g8 d2d4 e5d4 c3d4 c5b6 b1c3 d7d6 c1e3 c8g4 f1e1 f8e8;r2qr1k1/ppp2ppp/1bnp1n2/8/2BPP1b1/2N1BN2/PP3PPP/R2QR1K1 w - - 4 11;blancas;Si dos jugadas son buenas, ¿cuál elegir?;Básico;La más comprensible, segura y coherente con el plan.;Comparar al menos dos candidatas y anticipar la respuesta más activa del rival.;Resolver sin mover, justificar la elección y revisar ITA-P08.;ITA-E12 · Parte XIII
ITA-E13;ejercicio;Ejercicio 13;Parte XIII;e2e4 e7e5 g1f3 b8c6 f1c4 f8c5 d2d3 g8f6 e1g1 d7d6 c2c3 e8g8 f1e1 a7a6 c4b3 c5a7 h2h3 h7h6 b1d2 f8e8 d2f1 c8e6 f1g3 d8d7 c1c2 a8d8 d3d4 d6d5 e4d5 f6d5 f3e5 c6e5 e1e5;3rr1k1/bppq1pp1/p3b2p/3nR3/3P4/1BP3NP/PPB2PP1/R2Q2K1 b - - 0 17;negras;¿Cuándo está completa la apertura?;Básico;Cuando el rey está seguro, las piezas están desarrolladas y las torres pueden coordinarse.;Comparar al menos dos candidatas y anticipar la respuesta más activa del rival.;Resolver sin mover, justificar la elección y revisar ITA-P12.;ITA-E13 · Parte XIII
ITA-E14;ejercicio;Ejercicio 14;Parte XIII;e2e4 e7e5 g1f3 b8c6 f1c4 f8c5 e1g1 g8f6 c2c3 e8g8 d2d4;r1bq1rk1/pppp1ppp/2n2n2/2b1p3/2BPP3/2P2N2/PP3PPP/RNBQ1RK1 b - d3 0 6;negras;En un centro tenso, ¿debes capturar automáticamente?;Básico;"No; mantener la tensión puede conservar opciones.";Comparar al menos dos candidatas y anticipar la respuesta más activa del rival.;Resolver sin mover, justificar la elección y revisar ITA-S02.;ITA-E14 · Parte XIII
ITA-E15;ejercicio;Ejercicio 15;Parte XIII;e2e4 e7e5 g1f3 b8c6 f1c4 f8c5 d2d3 g8f6 e1g1 d7d6 c2c3 e8g8 f1e1 a7a6 c4b3 c5a7 h2h3 h7h6 b1d2 f8e8 d2f1 c8e6 f1g3 d8d7 c1c2 a8d8 d3d4 d6d5 e4d5 f6d5 f3e5 c6e5 e1e5;3rr1k1/bppq1pp1/p3b2p/3nR3/3P4/1BP3NP/PPB2PP1/R2Q2K1 b - - 0 17;negras;Final de torres con peón pasado: ¿dónde debe colocarse la torre?;Básico;Detrás del peón pasado.;Comparar al menos dos candidatas y anticipar la respuesta más activa del rival.;Resolver sin mover, justificar la elección y revisar ITA-S06.;ITA-E15 · Parte XIII
ITA-E16;ejercicio;Ejercicio 16;Ampliación D;e2e4 e7e5 g1f3 b8c6 f1c4 f8c5;r1bqk1nr/pppp1ppp/2n5/2b1p3/2B1P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 4 4;blancas;Tras 1.e4 e5 2.Cf3 Cc6 3.Ac4 Ac5, ¿cuál es la prioridad blanca?;Reconocer;Enrocar y continuar el desarrollo.;Comparar al menos dos candidatas y anticipar la respuesta más activa del rival.;Resolver sin mover, justificar la elección y revisar ITA-P03.;ITA-E16 · Ampliación D
ITA-E17;ejercicio;Ejercicio 17;Ampliación D;e2e4 e7e5 g1f3 b8c6 f1c4 f8c5 e1g1 g8f6 c2c3 e8g8 d2d4;r1bq1rk1/pppp1ppp/2n2n2/2b1p3/2BPP3/2P2N2/PP3PPP/RNBQ1RK1 b - d3 0 6;negras;En la estructura c3-d4-e4, ¿cuál es la base de la cadena?;Reconocer;El peón d4.;Comparar al menos dos candidatas y anticipar la respuesta más activa del rival.;Resolver sin mover, justificar la elección y revisar ITA-S04.;ITA-E17 · Ampliación D
ITA-E18;ejercicio;Ejercicio 18;Ampliación D;e2e4 e7e5 g1f3 b8c6 f1c4 f8c5 e1g1 g8f6 c2c3 e8g8 d2d4 e5d4 c3d4 c5b6;r1bq1rk1/pppp1ppp/1bn2n2/8/2BPP3/5N2/PP3PPP/RNBQ1RK1 w - - 1 8;blancas;En un centro abierto, ¿qué piezas suelen mejorar más?;Reconocer;Torres y alfiles.;Comparar al menos dos candidatas y anticipar la respuesta más activa del rival.;Resolver sin mover, justificar la elección y revisar ITA-S01.;ITA-E18 · Ampliación D
ITA-E19;ejercicio;Ejercicio 19;Ampliación D;e2e4 e7e5 g1f3 b8c6 f1c4 f8c5 d2d3 g8f6 e1g1 d7d6 c2c3;r1bqk2r/ppp2ppp/2np1n2/2b1p3/2B1P3/2PP1N2/PP3PPP/RNBQ1RK1 b kq - 0 6;negras;En un centro cerrado, ¿qué pieza blanca suele seguir la ruta d2-f1-g3?;Reconocer;El caballo de b1.;Comparar al menos dos candidatas y anticipar la respuesta más activa del rival.;Resolver sin mover, justificar la elección y revisar ITA-P09.;ITA-E19 · Ampliación D
ITA-E20;ejercicio;Ejercicio 20;Ampliación D;e2e4 e7e5 g1f3 b8c6 f1c4 f8c5 d2d3 g8f6 e1g1 d7d6 c2c3 e8g8 f1e1 a7a6 c4b3 c5a7 h2h3 h7h6 b1d2 f8e8 d2f1 c8e6 f1g3;r2qr1k1/bpp2pp1/p1npbn1p/4p3/4P3/1BPP1NNP/PP3PP1/R1BQR1K1 b - - 5 12;negras;¿Cuál es la ruptura liberadora principal de las negras en la Italiana?;Reconocer;...d5.;Comparar al menos dos candidatas y anticipar la respuesta más activa del rival.;Resolver sin mover, justificar la elección y revisar ITA-P10.;ITA-E20 · Ampliación D
ITA-E21;ejercicio;Ejercicio 21;Ampliación D;e2e4 e7e5 g1f3 b8c6 f1c4 f8c5 e1g1 g8f6 c2c3;r1bqk2r/pppp1ppp/2n2n2/2b1p3/2B1P3/2P2N2/PP1P1PPP/RNBQ1RK1 b kq - 0 5;negras;Has enrocado y jugado c3. El negro también ha enrocado. ¿Qué jugada temática debes considerar?;Decidir;d4, después de comprobar capturas y tácticas.;Comparar al menos dos candidatas y anticipar la respuesta más activa del rival.;Resolver sin mover, justificar la elección y revisar ITA-P05.;ITA-E21 · Ampliación D
ITA-E22;ejercicio;Ejercicio 22;Ampliación D;e2e4 e7e5 g1f3 b8c6 f1c4 f8c5 e1g1 g8f6 c2c3 e8g8 d2d4 e5d4 c3d4 c5b6;r1bq1rk1/pppp1ppp/1bn2n2/8/2BPP3/5N2/PP3PPP/RNBQ1RK1 w - - 1 8;blancas;Tu caballo de b1 sigue sin desarrollar y el centro acaba de abrirse. ¿Qué jugada natural mejora tu posición?;Decidir;Cc3.;Comparar al menos dos candidatas y anticipar la respuesta más activa del rival.;Resolver sin mover, justificar la elección y revisar ITA-P07.;ITA-E22 · Ampliación D
ITA-E23;ejercicio;Ejercicio 23;Ampliación D;e2e4 e7e5 g1f3 b8c6 f1c4 f8c5 d2d3 g8f6 e1g1 d7d6 c2c3 e8g8 f1e1 a7a6 c4b3 c5a7 h2h3 h7h6 b1d2 f8e8 d2f1 c8e6 f1g3;r2qr1k1/bpp2pp1/p1npbn1p/4p3/4P3/1BPP1NNP/PP3PP1/R1BQR1K1 b - - 5 12;negras;El negro amenaza ...d5 en una posición cerrada. ¿Debes ignorarlo para atacar?;Decidir;"No; hay que calcular ...d5 y decidir cómo tratar el centro.";Comparar al menos dos candidatas y anticipar la respuesta más activa del rival.;Resolver sin mover, justificar la elección y revisar ITA-P10.;ITA-E23 · Ampliación D
ITA-E24;ejercicio;Ejercicio 24;Ampliación D;e2e4 e7e5 g1f3 b8c6 f1c4 f8c5 e1g1 g8f6 c2c3 e8g8 d2d4 e5d4 c3d4 c5b6;r1bq1rk1/pppp1ppp/1bn2n2/8/2BPP3/5N2/PP3PPP/RNBQ1RK1 w - - 1 8;blancas;Tienes un peón aislado en d4 y piezas activas. ¿Conviene cambiar todas las piezas?;Decidir;"No normalmente; necesitas actividad como compensación.";Comparar al menos dos candidatas y anticipar la respuesta más activa del rival.;Resolver sin mover, justificar la elección y revisar ITA-S05.;ITA-E24 · Ampliación D
ITA-E25;ejercicio;Ejercicio 25;Ampliación D;e2e4 e7e5 g1f3 b8c6 f1c4 f8c5;r1bqk1nr/pppp1ppp/2n5/2b1p3/2B1P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 4 4;blancas;El alfil de c4 es atacado por ...Ca5. ¿Cuál es la pregunta correcta?;Decidir;Dónde conservarlo y qué gana el negro con el ataque.;Comparar al menos dos candidatas y anticipar la respuesta más activa del rival.;Resolver sin mover, justificar la elección y revisar ITA-P03.;ITA-E25 · Ampliación D
ITA-E26;ejercicio;Ejercicio 26;Ampliación D;e2e4 e7e5 g1f3 b8c6 f1c4 f8c5 e1g1 g8f6 c2c3 e8g8 d2d4 e5d4 c3d4 c5b6;r1bq1rk1/pppp1ppp/1bn2n2/8/2BPP3/5N2/PP3PPP/RNBQ1RK1 w - - 1 8;blancas;Desde ITA-P07, propón un plan de tres jugadas.;Continuar;Cc3, Ae3 y Te1, ajustando el orden.;Comparar al menos dos candidatas y anticipar la respuesta más activa del rival.;Resolver sin mover, justificar la elección y revisar ITA-P07.;ITA-E26 · Ampliación D
ITA-E27;ejercicio;Ejercicio 27;Ampliación D;e2e4 e7e5 g1f3 b8c6 f1c4 f8c5 d2d3 g8f6 e1g1 d7d6 c2c3;r1bqk2r/ppp2ppp/2np1n2/2b1p3/2B1P3/2PP1N2/PP3PPP/RNBQ1RK1 b kq - 0 6;negras;Desde ITA-P09, propón la maniobra principal del caballo de b1.;Continuar;Cbd2-f1-g3.;Comparar al menos dos candidatas y anticipar la respuesta más activa del rival.;Resolver sin mover, justificar la elección y revisar ITA-P09.;ITA-E27 · Ampliación D
ITA-E28;ejercicio;Ejercicio 28;Ampliación D;e2e4 e7e5 g1f3 b8c6 f1c4 f8c5 e1g1 g8f6 c2c3 e8g8 d2d4 e5d4 c3d4 c5b6 b1c3 d7d6 c1e3 c8g4 f1e1 f8e8;r2qr1k1/ppp2ppp/1bnp1n2/8/2BPP1b1/2N1BN2/PP3PPP/R2QR1K1 w - - 4 11;blancas;Tras abrirse la columna e y quedar el rey negro en e8, ¿qué pieza blanca debe ocuparla?;Continuar;La torre, normalmente con Te1.;Comparar al menos dos candidatas y anticipar la respuesta más activa del rival.;Resolver sin mover, justificar la elección y revisar ITA-P08.;ITA-E28 · Ampliación D
ITA-E29;ejercicio;Ejercicio 29;Ampliación D;e2e4 e7e5 g1f3 b8c6 f1c4 f8c5 d2d3 g8f6 e1g1 d7d6 c2c3 e8g8 f1e1 a7a6 c4b3 c5a7 h2h3 h7h6 b1d2 f8e8 d2f1 c8e6 f1g3 d8d7 c1c2 a8d8 d3d4 d6d5 e4d5 f6d5 f3e5 c6e5 e1e5;3rr1k1/bppq1pp1/p3b2p/3nR3/3P4/1BP3NP/PPB2PP1/R2Q2K1 b - - 0 17;negras;Después de que desaparezcan las damas, ¿qué cambio de plan es habitual?;Continuar;Activar el rey y valorar la estructura de peones.;Comparar al menos dos candidatas y anticipar la respuesta más activa del rival.;Resolver sin mover, justificar la elección y revisar ITA-P12.;ITA-E29 · Ampliación D
ITA-E30;ejercicio;Ejercicio 30;Ampliación D;e2e4 e7e5 g1f3 b8c6 f1c4 f8c5 d2d3 g8f6 e1g1 d7d6 c2c3 e8g8 f1e1 a7a6 c4b3 c5a7 h2h3 h7h6 b1d2 f8e8 d2f1 c8e6 f1g3;r2qr1k1/bpp2pp1/p1npbn1p/4p3/4P3/1BPP1NNP/PP3PP1/R1BQR1K1 b - - 5 12;negras;Desde ITA-P10, ¿qué debes comprobar cada turno?;Continuar;La amenaza rival, ...d5, la peor pieza y si el plan sigue siendo válido.;Comparar al menos dos candidatas y anticipar la respuesta más activa del rival.;Resolver sin mover, justificar la elección y revisar ITA-P10.;ITA-E30 · Ampliación D
ITA-E31;ejercicio;Ejercicio 31;Ampliación D;e2e4 e7e5 g1f3 b8c6 f1c4 f8c5;r1bqk1nr/pppp1ppp/2n5/2b1p3/2B1P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 4 4;blancas;¿Por qué 4.O-O es más formativo que 4.Dh5?!;Explicar;Mejora seguridad y coordinación sin crear una amenaza fácil de neutralizar.;Comparar al menos dos candidatas y anticipar la respuesta más activa del rival.;Resolver sin mover, justificar la elección y revisar ITA-P03.;ITA-E31 · Ampliación D
ITA-E32;ejercicio;Ejercicio 32;Ampliación D;e2e4 e7e5 g1f3 b8c6 f1c4 f8c5 e1g1 g8f6 c2c3;r1bqk2r/pppp1ppp/2n2n2/2b1p3/2B1P3/2P2N2/PP1P1PPP/RNBQ1RK1 b kq - 0 5;negras;¿Por qué c3 no debe considerarse una jugada lenta?;Explicar;Prepara d4, controla d4 y sostiene un centro más fuerte.;Comparar al menos dos candidatas y anticipar la respuesta más activa del rival.;Resolver sin mover, justificar la elección y revisar ITA-P05.;ITA-E32 · Ampliación D
ITA-E33;ejercicio;Ejercicio 33;Ampliación D;e2e4 e7e5 g1f3 b8c6 f1c4 f8c5 d2d3 g8f6 e1g1 d7d6 c2c3 e8g8 f1e1 a7a6 c4b3 c5a7 h2h3 h7h6 b1d2 f8e8 d2f1 c8e6 f1g3 d8d7 c1c2 a8d8 d3d4 d6d5 e4d5 f6d5;3rr1k1/bppq1pp1/p1n1b2p/3np3/3P4/1BP2NNP/PPB2PP1/R2QR1K1 w - - 0 16;blancas;¿Por qué el plan debe cambiar después de ...d5?;Explicar;Cambia la estructura, se abren líneas y aparecen nuevas amenazas.;Comparar al menos dos candidatas y anticipar la respuesta más activa del rival.;Resolver sin mover, justificar la elección y revisar ITA-P11.;ITA-E33 · Ampliación D
ITA-E34;ejercicio;Ejercicio 34;Ampliación D;e2e4 e7e5 g1f3 b8c6 f1c4 f8c5 e1g1 g8f6 c2c3 e8g8 d2d4 e5d4 c3d4 c5b6 b1c3 d7d6 c1e3 c8g4 f1e1 f8e8;r2qr1k1/ppp2ppp/1bnp1n2/8/2BPP1b1/2N1BN2/PP3PPP/R2QR1K1 w - - 4 11;blancas;¿Qué significa mejorar la peor pieza?;Explicar;Encontrar la pieza menos activa y darle una función útil.;Comparar al menos dos candidatas y anticipar la respuesta más activa del rival.;Resolver sin mover, justificar la elección y revisar ITA-P08.;ITA-E34 · Ampliación D
ITA-E35;ejercicio;Ejercicio 35;Ampliación D;e2e4 e7e5 g1f3 b8c6 f1c4 f8c5 d2d3 g8f6 e1g1 d7d6 c2c3 e8g8 f1e1 a7a6 c4b3 c5a7 h2h3 h7h6 b1d2 f8e8 d2f1 c8e6 f1g3 d8d7 c1c2 a8d8 d3d4 d6d5 e4d5 f6d5 f3e5 c6e5 e1e5;3rr1k1/bppq1pp1/p3b2p/3nR3/3P4/1BP3NP/PPB2PP1/R2Q2K1 b - - 0 17;negras;¿Cuándo termina realmente la apertura?;Explicar;Cuando el rey está seguro, las piezas están desarrolladas y las torres pueden coordinarse.;Comparar al menos dos candidatas y anticipar la respuesta más activa del rival.;Resolver sin mover, justificar la elección y revisar ITA-P12.;ITA-E35 · Ampliación D
ITA-E36;ejercicio;Ejercicio 36;Ampliación D;e2e4 e7e5 g1f3 b8c6 f1c4 f8c5 e1g1 g8f6 c2c3 e8g8 d2d4 e5d4 c3d4 c5b6 b1c3;r1bq1rk1/pppp1ppp/1bn2n2/8/2BPP3/2N2N2/PP3PPP/R1BQ1RK1 b - - 2 8;negras;Reproduce ITA-M01 hasta 7...Ab6 y continúa cinco jugadas.;Tablero virtual;Comparar después el desarrollo con Cc3, Ae3 y Te1.;Comparar al menos dos candidatas y anticipar la respuesta más activa del rival.;Resolver sin mover, justificar la elección y revisar ITA-M01-P3.;ITA-E36 · Ampliación D
ITA-E37;ejercicio;Ejercicio 37;Ampliación D;e2e4 e7e5 g1f3 b8c6 f1c4 f8c5 d2d3 g8f6 e1g1 d7d6 c2c3;r1bqk2r/ppp2ppp/2np1n2/2b1p3/2B1P3/2PP1N2/PP3PPP/RNBQ1RK1 b kq - 0 6;negras;Carga ITA-P09 y juega diez jugadas con blancas.;Tablero virtual;Intentar Cbd2-f1-g3 y preparar d4.;Comparar al menos dos candidatas y anticipar la respuesta más activa del rival.;Resolver sin mover, justificar la elección y revisar ITA-P09.;ITA-E37 · Ampliación D
ITA-E38;ejercicio;Ejercicio 38;Ampliación D;e2e4 e7e5 g1f3 b8c6 f1c4 f8c5 e1g1 g8f6 c2c3 e8g8 d2d4 e5d4 c3d4 c5b6;r1bq1rk1/pppp1ppp/1bn2n2/8/2BPP3/5N2/PP3PPP/RNBQ1RK1 w - - 1 8;blancas;Carga ITA-P07 y juega la posición desde ambos colores.;Tablero virtual;"Con blancas buscar desarrollo; con negras presión central y ...d5.";Comparar al menos dos candidatas y anticipar la respuesta más activa del rival.;Resolver sin mover, justificar la elección y revisar ITA-P07.;ITA-E38 · Ampliación D
ITA-E39;ejercicio;Ejercicio 39;Ampliación D;e2e4 e7e5 g1f3 b8c6 f1c4 f8c5 d1h5;r1bqk1nr/pppp1ppp/2n5/2b1p2Q/2B1P3/5N2/PPPP1PPP/RNB1K2R b KQkq - 5 4;negras;Compara ITA-M02 después de 4.Dh5?! y una posición con 4.O-O.;Tablero virtual;Comparar desarrollo, seguridad y facilidad del plan.;Comparar al menos dos candidatas y anticipar la respuesta más activa del rival.;Resolver sin mover, justificar la elección y revisar ITA-M02-P1.;ITA-E39 · Ampliación D
ITA-E40;ejercicio;Ejercicio 40;Ampliación D;e2e4 e7e5 g1f3 b8c6 f1c4 f8c5 d2d3 g8f6 e1g1 d7d6 c2c3 e8g8 f1e1 a7a6 c4b3 c5a7 h2h3 h7h6 b1d2 f8e8 d2f1 c8e6 f1g3 d8d7 c1c2 a8d8 d3d4 d6d5 e4d5 f6d5 f3e5 c6e5 e1e5;3rr1k1/bppq1pp1/p3b2p/3nR3/3P4/1BP3NP/PPB2PP1/R2Q2K1 b - - 0 17;negras;Analiza una partida propia de Italiana con la ficha del anexo.;Revisión global;Identificar la primera posición reconocible y dónde se desvió el plan.;Comparar al menos dos candidatas y anticipar la respuesta más activa del rival.;Resolver sin mover, justificar la elección y revisar ITA-P12.;ITA-E40 · Ampliación D
