codigo;tipo;titulo;capitulo;secuencia;FEN;bando_que_mueve;objetivo;nivel;comentario_blancas;comentario_negras;continuidad_didactica;referencia_en_manual
GDR-E02;ejercicio;GDR-P02;Parte X/XI/XIII;;rnbqkbnr/ppp2ppp/4p3/3p4/2PP4/8/PP2PPPP/RNBQKBNR w KQkq - 0 1;Blancas;Reconocer la decisión crítica y conectar apertura, estructura y plan.;800-1400 Elo;rnbqk2r/ppp1bppp/5n2/3p2B1/3P4/2N5/PP2PPPP/R2QKBNR w KQkq - 0 1 · Reconoce el plan blanco más típico y compara dos respuestas negras: ...Te8 y ...c6. ¿Cuál mejora una pieza y cuál fija la estructura?;Consulta la respuesta activa del rival y la ruptura asociada en el manual.;Reproducir la posición, elegir dos candidatas y comparar con la continuación del manual.;GDR-E02
GDR-E03;ejercicio;GDR-P03;Parte X/XI/XIII;;rnbqkb1r/ppp2ppp/4pn2/3p4/2PP4/2N5/PP2PPPP/R1BQKBNR w KQkq - 0 1;Blancas;Reconocer la decisión crítica y conectar apertura, estructura y plan.;800-1400 Elo;rnbqk2r/ppp1bppp/5n2/3p2B1/3P4/2N5/PP2PPPP/R2QKBNR w KQkq - 0 1 · Reconoce el plan blanco más típico y compara dos respuestas negras: ...Te8 y ...c6. ¿Cuál mejora una pieza y cuál fija la estructura?;Consulta la respuesta activa del rival y la ruptura asociada en el manual.;Reproducir la posición, elegir dos candidatas y comparar con la continuación del manual.;GDR-E03
GDR-E04;ejercicio;GDR-P04;Parte X/XI/XIII;;rnbqk2r/ppp1bppp/4pn2/3p2B1/2PP4/2N5/PP2PPPP/R2QKBNR w KQkq - 0 1;Blancas;Reconocer la decisión crítica y conectar apertura, estructura y plan.;800-1400 Elo;rnbqk2r/ppp1bppp/5n2/3p2B1/3P4/2N5/PP2PPPP/R2QKBNR w KQkq - 0 1 · Reconoce el plan blanco más típico y compara dos respuestas negras: ...Te8 y ...c6. ¿Cuál mejora una pieza y cuál fija la estructura?;Consulta la respuesta activa del rival y la ruptura asociada en el manual.;Reproducir la posición, elegir dos candidatas y comparar con la continuación del manual.;GDR-E04
GDR-E05;ejercicio;GDR-P05;Parte X/XI/XIII;;r1bq1rk1/pppnbppp/4pn2/3p2B1/2PP4/2N1PN2/PP3PPP/R2QKB1R w KQ - 0 1;Blancas;Reconocer la decisión crítica y conectar apertura, estructura y plan.;800-1400 Elo;rnbqk2r/ppp1bppp/5n2/3p2B1/3P4/2N5/PP2PPPP/R2QKBNR w KQkq - 0 1 · Reconoce el plan blanco más típico y compara dos respuestas negras: ...Te8 y ...c6. ¿Cuál mejora una pieza y cuál fija la estructura?;Consulta la respuesta activa del rival y la ruptura asociada en el manual.;Reproducir la posición, elegir dos candidatas y comparar con la continuación del manual.;GDR-E05
GDR-E06;ejercicio;GDR-P06;Parte X/XI/XIII;;r1bq1rk1/pp1nbppp/2p1pn2/3p2B1/2PP4/2N1PN2/PP3PPP/2RQKB1R w K - 0 1;Blancas;Reconocer la decisión crítica y conectar apertura, estructura y plan.;800-1400 Elo;rnbqk2r/ppp1bppp/5n2/3p2B1/3P4/2N5/PP2PPPP/R2QKBNR w KQkq - 0 1 · Reconoce el plan blanco más típico y compara dos respuestas negras: ...Te8 y ...c6. ¿Cuál mejora una pieza y cuál fija la estructura?;Consulta la respuesta activa del rival y la ruptura asociada en el manual.;Reproducir la posición, elegir dos candidatas y comparar con la continuación del manual.;GDR-E06
GDR-E07;ejercicio;GDR-P07;Parte X/XI/XIII;;rnbqk2r/ppp1bppp/5n2/3p2B1/3P4/2N5/PP2PPPP/R2QKBNR w KQkq - 0 1;Blancas;Reconocer la decisión crítica y conectar apertura, estructura y plan.;800-1400 Elo;rnbqk2r/ppp1bppp/5n2/3p2B1/3P4/2N5/PP2PPPP/R2QKBNR w KQkq - 0 1 · Reconoce el plan blanco más típico y compara dos respuestas negras: ...Te8 y ...c6. ¿Cuál mejora una pieza y cuál fija la estructura?;Consulta la respuesta activa del rival y la ruptura asociada en el manual.;Reproducir la posición, elegir dos candidatas y comparar con la continuación del manual.;GDR-E07
GDR-E08;ejercicio;GDR-P08;Parte X/XI/XIII;;r1bq1rk1/pppnbppp/5n2/3p2B1/3P4/2NBP3/PP3PPP/R2QK1NR w KQ - 0 1;Blancas;Reconocer la decisión crítica y conectar apertura, estructura y plan.;800-1400 Elo;Consulta la lectura bilateral y las candidatas específicas de esta posición en el manual.;Consulta la respuesta activa del rival y la ruptura asociada en el manual.;Reproducir la posición, elegir dos candidatas y comparar con la continuación del manual.;GDR-E08
GDR-E09;ejercicio;GDR-P09;Parte X/XI/XIII;;rnbqk2r/ppp1bppp/4pn2/3p4/2PP1B2/2N5/PP2PPPP/R2QKBNR w KQkq - 0 1;Blancas;Reconocer la decisión crítica y conectar apertura, estructura y plan.;800-1400 Elo;Consulta la lectura bilateral y las candidatas específicas de esta posición en el manual.;Consulta la respuesta activa del rival y la ruptura asociada en el manual.;Reproducir la posición, elegir dos candidatas y comparar con la continuación del manual.;GDR-E09
GDR-E10;ejercicio;GDR-P10;Parte X/XI/XIII;;rnbq1rk1/pp2bppp/4pn2/2pp4/2PP1B2/2N1PN2/PP3PPP/R2QKB1R w KQ - 0 1;Blancas;Reconocer la decisión crítica y conectar apertura, estructura y plan.;800-1400 Elo;Consulta la lectura bilateral y las candidatas específicas de esta posición en el manual.;Consulta la respuesta activa del rival y la ruptura asociada en el manual.;Reproducir la posición, elegir dos candidatas y comparar con la continuación del manual.;GDR-E10
GDR-E11;ejercicio;GDR-P11;Parte X/XI/XIII;;rnbq1rk1/ppp1bppp/4pn2/3p2B1/2PP4/2N2N2/PP2PPPP/R2QKB1R w KQ - 0 1;Blancas;Reconocer la decisión crítica y conectar apertura, estructura y plan.;800-1400 Elo;Consulta la lectura bilateral y las candidatas específicas de esta posición en el manual.;Consulta la respuesta activa del rival y la ruptura asociada en el manual.;Reproducir la posición, elegir dos candidatas y comparar con la continuación del manual.;GDR-E11
GDR-E12;ejercicio;GDR-P12;Parte X/XI/XIII;;r1bq1rk1/pp1nbppp/2p1p3/3n2B1/2BP4/2N1PN2/PP3PPP/2RQK2R w K - 0 1;Blancas;Reconocer la decisión crítica y conectar apertura, estructura y plan.;800-1400 Elo;Consulta la lectura bilateral y las candidatas específicas de esta posición en el manual.;Consulta la respuesta activa del rival y la ruptura asociada en el manual.;Reproducir la posición, elegir dos candidatas y comparar con la continuación del manual.;GDR-E12
GDR-E13;ejercicio;GDR-P01;Parte X/XI/XIII;;r1b2rk1/pp1nqppp/2p5/4p3/2BP4/2R1PN2/PP3PPP/3Q1RK1 w - - 0 1;Blancas;Reconocer la decisión crítica y conectar apertura, estructura y plan.;800-1400 Elo;Consulta la lectura bilateral y las candidatas específicas de esta posición en el manual.;Consulta la respuesta activa del rival y la ruptura asociada en el manual.;Reproducir la posición, elegir dos candidatas y comparar con la continuación del manual.;GDR-E13
GDR-E14;ejercicio;GDR-P02;Parte X/XI/XIII;;r1bq1rk1/pppnbppp/5n2/3p2B1/3P4/2NBP3/PP3PPP/R2QK1NR w KQ - 0 1;Blancas;Reconocer la decisión crítica y conectar apertura, estructura y plan.;800-1400 Elo;Consulta la lectura bilateral y las candidatas específicas de esta posición en el manual.;Consulta la respuesta activa del rival y la ruptura asociada en el manual.;Reproducir la posición, elegir dos candidatas y comparar con la continuación del manual.;GDR-E14
GDR-E15;ejercicio;GDR-P03;Parte X/XI/XIII;;rnbq1rk1/pp3ppp/5n2/2bp4/5B2/2N1PN2/PP3PPP/R2QKB1R w KQ - 0 1;Blancas;Reconocer la decisión crítica y conectar apertura, estructura y plan.;800-1400 Elo;Consulta la lectura bilateral y las candidatas específicas de esta posición en el manual.;Consulta la respuesta activa del rival y la ruptura asociada en el manual.;Reproducir la posición, elegir dos candidatas y comparar con la continuación del manual.;GDR-E15
GDR-E20;ejercicio;Tablero virtual;Parte X/XI/XIII;;r1b2rk1/pp1nqppp/2p5/4p3/2BP4/2R1PN2/PP3PPP/3Q1RK1 w - - 0 1;Blancas;Reconocer la decisión crítica y conectar apertura, estructura y plan.;800-1400 Elo;Consulta la lectura bilateral y las candidatas específicas de esta posición en el manual.;Consulta la respuesta activa del rival y la ruptura asociada en el manual.;Reproducir la posición, elegir dos candidatas y comparar con la continuación del manual.;GDR-E20
GDR-E22;ejercicio;Decidir;Parte X/XI/XIII;;rnbqk2r/ppp1bppp/4pn2/3p4/2PP1B2/2N5/PP2PPPP/R2QKBNR w KQkq - 0 1;Blancas;Reconocer la decisión crítica y conectar apertura, estructura y plan.;800-1400 Elo;Consulta la lectura bilateral y las candidatas específicas de esta posición en el manual.;Consulta la respuesta activa del rival y la ruptura asociada en el manual.;Reproducir la posición, elegir dos candidatas y comparar con la continuación del manual.;GDR-E22
GDR-E23;ejercicio;Continuar;Parte X/XI/XIII;;rnbqk2r/ppp1bppp/5n2/3p2B1/3P4/2N5/PP2PPPP/R2QKBNR w KQkq - 0 1;Blancas;Reconocer la decisión crítica y conectar apertura, estructura y plan.;800-1400 Elo;Consulta la lectura bilateral y las candidatas específicas de esta posición en el manual.;Consulta la respuesta activa del rival y la ruptura asociada en el manual.;Reproducir la posición, elegir dos candidatas y comparar con la continuación del manual.;GDR-E23
GDR-E24;ejercicio;Explicar;Parte X/XI/XIII;;rnbq1rk1/pp2bppp/4pn2/2pp4/2PP1B2/2N1PN2/PP3PPP/R2QKB1R w KQ - 0 1;Blancas;Reconocer la decisión crítica y conectar apertura, estructura y plan.;800-1400 Elo;Consulta la lectura bilateral y las candidatas específicas de esta posición en el manual.;Consulta la respuesta activa del rival y la ruptura asociada en el manual.;Reproducir la posición, elegir dos candidatas y comparar con la continuación del manual.;GDR-E24
GDR-E26;ejercicio;Reconocer;Parte X/XI/XIII;;rnbq1rk1/pp3ppp/5n2/2bp4/5B2/2N1PN2/PP3PPP/R2QKB1R w KQ - 0 1;Blancas;Reconocer la decisión crítica y conectar apertura, estructura y plan.;800-1400 Elo;Consulta la lectura bilateral y las candidatas específicas de esta posición en el manual.;rnbq1rk1/pp2bppp/4pn2/2pp4/2PP1B2/2N1PN2/PP3PPP/R2QKB1R w KQ - 0 1 · Reproduce ...c5 y analiza dos respuestas blancas: dxc5 y Tc1. ¿Qué plan negro corresponde a cada una?;Reproducir la posición, elegir dos candidatas y comparar con la continuación del manual.;GDR-E26
GDR-E27;ejercicio;Decidir;Parte X/XI/XIII;;r1bq1rk1/pppnbppp/4pn2/3p2B1/2PP4/2N1PN2/PP3PPP/R2QKB1R w KQ - 0 1;Blancas;Reconocer la decisión crítica y conectar apertura, estructura y plan.;800-1400 Elo;Consulta la lectura bilateral y las candidatas específicas de esta posición en el manual.;rnbq1rk1/pp2bppp/4pn2/2pp4/2PP1B2/2N1PN2/PP3PPP/R2QKB1R w KQ - 0 1 · Reproduce ...c5 y analiza dos respuestas blancas: dxc5 y Tc1. ¿Qué plan negro corresponde a cada una?;Reproducir la posición, elegir dos candidatas y comparar con la continuación del manual.;GDR-E27
GDR-E29;ejercicio;Explicar;Parte X/XI/XIII;;r1bq1rk1/pppnbppp/5n2/3p2B1/3P4/2NBP3/PP3PPP/R2QK1NR w KQ - 0 1;Blancas;Reconocer la decisión crítica y conectar apertura, estructura y plan.;800-1400 Elo;Consulta la lectura bilateral y las candidatas específicas de esta posición en el manual.;rnbq1rk1/pp2bppp/4pn2/2pp4/2PP1B2/2N1PN2/PP3PPP/R2QKB1R w KQ - 0 1 · Reproduce ...c5 y analiza dos respuestas blancas: dxc5 y Tc1. ¿Qué plan negro corresponde a cada una?;Reproducir la posición, elegir dos candidatas y comparar con la continuación del manual.;GDR-E29
GDR-E30;ejercicio;Tablero virtual;Parte X/XI/XIII;;rnbqkbnr/ppp2ppp/4p3/3p4/2PP4/8/PP2PPPP/RNBQKBNR w KQkq - 0 1;Blancas;Reconocer la decisión crítica y conectar apertura, estructura y plan.;800-1400 Elo;Consulta la lectura bilateral y las candidatas específicas de esta posición en el manual.;rnbq1rk1/pp2bppp/4pn2/2pp4/2PP1B2/2N1PN2/PP3PPP/R2QKB1R w KQ - 0 1 · Reproduce ...c5 y analiza dos respuestas blancas: dxc5 y Tc1. ¿Qué plan negro corresponde a cada una?;Reproducir la posición, elegir dos candidatas y comparar con la continuación del manual.;GDR-E30
GDR-E31;ejercicio;Reconocer;Parte X/XI/XIII;;rnbq1rk1/pp2bppp/4pn2/2pp4/2PP1B2/2N1PN2/PP3PPP/R2QKB1R w KQ - 0 1;Blancas;Reconocer la decisión crítica y conectar apertura, estructura y plan.;800-1400 Elo;Consulta la lectura bilateral y las candidatas específicas de esta posición en el manual.;rnbq1rk1/pp2bppp/4pn2/2pp4/2PP1B2/2N1PN2/PP3PPP/R2QKB1R w KQ - 0 1 · Reproduce ...c5 y analiza dos respuestas blancas: dxc5 y Tc1. ¿Qué plan negro corresponde a cada una?;Reproducir la posición, elegir dos candidatas y comparar con la continuación del manual.;GDR-E31
GDR-E32;ejercicio;Decidir;Parte X/XI/XIII;;r1b2rk1/pp1nqppp/2p5/4p3/2BP4/2R1PN2/PP3PPP/3Q1RK1 w - - 0 1;Blancas;Reconocer la decisión crítica y conectar apertura, estructura y plan.;800-1400 Elo;Consulta la lectura bilateral y las candidatas específicas de esta posición en el manual.;Consulta la respuesta activa del rival y la ruptura asociada en el manual.;Reproducir la posición, elegir dos candidatas y comparar con la continuación del manual.;GDR-E32
GDR-E33;ejercicio;Continuar;Parte X/XI/XIII;;r1bq1rk1/pp1nbppp/2p1pn2/3p2B1/2PP4/2N1PN2/PP3PPP/2RQKB1R w K - 0 1;Blancas;Reconocer la decisión crítica y conectar apertura, estructura y plan.;800-1400 Elo;Consulta la lectura bilateral y las candidatas específicas de esta posición en el manual.;Consulta la respuesta activa del rival y la ruptura asociada en el manual.;Reproducir la posición, elegir dos candidatas y comparar con la continuación del manual.;GDR-E33
GDR-E34;ejercicio;Explicar;Parte X/XI/XIII;;r1bq1rk1/pp1nbppp/2p1pn2/6B1/2pP4/2NBPN2/PP3PPP/2RQK2R w K - 0 1;Blancas;Reconocer la decisión crítica y conectar apertura, estructura y plan.;800-1400 Elo;Consulta la lectura bilateral y las candidatas específicas de esta posición en el manual.;Consulta la respuesta activa del rival y la ruptura asociada en el manual.;Reproducir la posición, elegir dos candidatas y comparar con la continuación del manual.;GDR-E34
GDR-E35;ejercicio;Tablero virtual;Parte X/XI/XIII;;r1bq1rk1/pppnbppp/5n2/3p2B1/3P4/2NBP3/PP3PPP/R2QK1NR w KQ - 0 1;Blancas;r1bq1rk1/pp3ppp/2n1pn2/2bp4/2P2B2/2N1PN2/PPQ2PPP/R3KB1R w KQ - 0 1 · Mueven blancas. Juega mentalmente 9.Td1 y compara ...Da5 con ...De7: para cada candidata da objetivo, respuesta blanca más molesta y efecto sobre la coordinación.;800-1400 Elo;Consulta la lectura bilateral y las candidatas específicas de esta posición en el manual.;Consulta la respuesta activa del rival y la ruptura asociada en el manual.;Reproducir la posición, elegir dos candidatas y comparar con la continuación del manual.;GDR-E35
GDR-E37;ejercicio;Decidir;Parte X/XI/XIII;;rnbq1rk1/pp3ppp/5n2/2bp4/5B2/2N1PN2/PP3PPP/R2QKB1R w KQ - 0 1;Blancas;"b4-b5 para fijar c6/c7 o abrir b7/c6 como debilidad. ...Cf8 mejora una pieza con ruta e6/g6 y apoya contrajuego central; ...a5 frena b4 en algunas geometrías, pero puede conceder b5 como casilla. Mejor réplica blanca a ...Cf8: Rab1/b4. Error: jugar ...a5 por reflejo sin calcular a3-b4. Referencias: GDR-S02/M02.";800-1400 Elo;Consulta la lectura bilateral y las candidatas específicas de esta posición en el manual.;Consulta la respuesta activa del rival y la ruptura asociada en el manual.;Reproducir la posición, elegir dos candidatas y comparar con la continuación del manual.;GDR-E37
GDR-E38;ejercicio;Continuar;Parte X/XI/XIII;;r1bq1rk1/pp1nbppp/2p1pn2/3p2B1/2PP4/2N1PN2/PP3PPP/2RQKB1R w K - 0 1;Blancas;"b4-b5 para fijar c6/c7 o abrir b7/c6 como debilidad. ...Cf8 mejora una pieza con ruta e6/g6 y apoya contrajuego central; ...a5 frena b4 en algunas geometrías, pero puede conceder b5 como casilla. Mejor réplica blanca a ...Cf8: Rab1/b4. Error: jugar ...a5 por reflejo sin calcular a3-b4. Referencias: GDR-S02/M02.";800-1400 Elo;Consulta la lectura bilateral y las candidatas específicas de esta posición en el manual.;Consulta la respuesta activa del rival y la ruptura asociada en el manual.;Reproducir la posición, elegir dos candidatas y comparar con la continuación del manual.;GDR-E38
GDR-E39;ejercicio;Explicar;Parte X/XI/XIII;;r1bq1rk1/pp1nbppp/2p1pn2/3p2B1/2PP4/2N1PN2/PP3PPP/2RQKB1R w K - 0 1;Blancas;"b4-b5 para fijar c6/c7 o abrir b7/c6 como debilidad. ...Cf8 mejora una pieza con ruta e6/g6 y apoya contrajuego central; ...a5 frena b4 en algunas geometrías, pero puede conceder b5 como casilla. Mejor réplica blanca a ...Cf8: Rab1/b4. Error: jugar ...a5 por reflejo sin calcular a3-b4. Referencias: GDR-S02/M02.";800-1400 Elo;Consulta la lectura bilateral y las candidatas específicas de esta posición en el manual.;Consulta la respuesta activa del rival y la ruptura asociada en el manual.;Reproducir la posición, elegir dos candidatas y comparar con la continuación del manual.;GDR-E39
GDR-E40;ejercicio;Tablero virtual;Parte X/XI/XIII;;r1bq1rk1/pppnbppp/4pn2/3p2B1/2PP4/2N1PN2/PP3PPP/R2QKB1R w KQ - 0 1;Blancas;"b4-b5 para fijar c6/c7 o abrir b7/c6 como debilidad. ...Cf8 mejora una pieza con ruta e6/g6 y apoya contrajuego central; ...a5 frena b4 en algunas geometrías, pero puede conceder b5 como casilla. Mejor réplica blanca a ...Cf8: Rab1/b4. Error: jugar ...a5 por reflejo sin calcular a3-b4. Referencias: GDR-S02/M02.";800-1400 Elo;Consulta la lectura bilateral y las candidatas específicas de esta posición en el manual.;Consulta la respuesta activa del rival y la ruptura asociada en el manual.;Reproducir la posición, elegir dos candidatas y comparar con la continuación del manual.;GDR-E40
