codigo;tipo;titulo;capítulo;secuencia;FEN;bando_que_mueve;objetivo;nivel;comentario_blancas;comentario_negras;continuidad_didactica;referencia_en_manual
ESP-E18;ejercicio;Ejercicio 18;Parte XIII / Ampliación D;e2e4 e7e5 g1f3 b8c6 f1b5 a7a6 b5a4 g8f6 e1g1 f8e7 f1e1 b7b5;r1bqk2r/2ppbppp/p1n2n2/1p2p3/B3P3/5N2/PPPP1PPP/RNBQR1K1 w kq b6 0 7;blancas;¿Cómo responde el negro al caballo g3?;800–1400;"Controla f5 con ...g6, considera ...Ch5 y busca contrajuego central. ...g6 controla f5; ...Ch5 puede cambiar el caballo; y ...d5 sigue siendo la respuesta central que blancas deben vigilar.";Esperar pasivamente permite Cf5 o Ch5 y concede al blanco la iniciativa sin contrajuego.;Comparar al menos dos candidatas, anticipar la mejor respuesta rival y revisar ESP-P06 y ESP-S06.;ESP-E18
ESP-E19;ejercicio;Ejercicio 19;Parte XIII / Ampliación D;e2e4 e7e5 g1f3 b8c6 f1b5 a7a6 b5a4 g8f6 e1g1 f8e7 f1e1 b7b5 a4b3 d7d6;r1bqk2r/2p1bppp/p1np1n2/1p2p3/4P3/1B3N2/PPPP1PPP/RNBQR1K1 w kq - 0 8;blancas;¿Qué gana el negro con ...a6 y ...b5?;800–1400;"Espacio y tiempos sobre el alfil; a cambio crea casillas y peones avanzados. La expansión gana espacio y tiempos, pero también fija peones que pueden convertirse en objetivos si negras retrasan el desarrollo.";Expandirse con peones sin desarrollar piezas deja casillas débiles y puede convertir el espacio ganado en objetivos.;Comparar al menos dos candidatas, anticipar la mejor respuesta rival y revisar ESP-P07 y ESP-S01.;ESP-E19
ESP-E20;ejercicio;Ejercicio 20;Parte XIII / Ampliación D;e2e4 e7e5 g1f3 b8c6 f1b5 a7a6 b5a4 g8f6 e1g1 f8e7 f1e1 b7b5 a4b3 d7d6 c2c3 e8g8;r1bq1rk1/2p1bppp/p1np1n2/1p2p3/4P3/1BP2N2/PP1P1PPP/RNBQR1K1 w - - 1 9;blancas;¿Cuándo cambiar Axc6?;800–1400;Cuando deseas la estructura del Cambio o existe una razón táctica. El cambio es correcto cuando la estructura resultante favorece el plan blanco o cuando existe una justificación táctica concreta.;Cambiar solo porque el caballo está clavado confunde una relación táctica temporal con una decisión estructural permanente.;Comparar al menos dos candidatas, anticipar la mejor respuesta rival y revisar ESP-P08 y ESP-S02.;ESP-E20
ESP-E21;ejercicio;Ejercicio 21;Parte XIII / Ampliación D;e2e4 e7e5 g1f3 b8c6 f1b5 a7a6 b5a4 g8f6 e1g1 f8e7 f1e1 b7b5 a4b3 d7d6 c2c3 e8g8 h2h3 c6b8;rnbq1rk1/2p1bppp/p2p1n2/1p2p3/4P3/1BP2N1P/PP1P1PP1/RNBQR1K1 w - - 1 10;blancas;En la Berlinesa, ¿qué idea práctica sigue a ...Cxe4?;800–1400;"d4: abre el centro y obliga al caballo a definirse. d4 ataca el soporte central y abre líneas; perseguir al caballo sin cambiar el centro puede permitir que se consolide.";"Te1 por sí sola puede no recuperar el peón; d4 cuestiona inmediatamente el centro y obliga al caballo a decidir.";Comparar al menos dos candidatas, anticipar la mejor respuesta rival y revisar ESP-P09 y ESP-S03.;ESP-E21
ESP-E22;ejercicio;Ejercicio 22;Parte XIII / Ampliación D;e2e4 e7e5 g1f3 b8c6 f1b5 a7a6 b5a4 g8f6 e1g1 f8e7 f1e1 b7b5 a4b3 d7d6 c2c3 e8g8 h2h3 c6b8 d2d4 b8d7;r1bq1rk1/2pnbppp/p2p1n2/1p2p3/3PP3/1BP2N1P/PP3PP1/RNBQR1K1 w - - 1 11;blancas;Contra 3...f5, ¿qué enfoque es práctico?;800–1400;"d3, sostener e4, enrocar y atacar el retraso de desarrollo. d3 y O-O reducen el riesgo táctico; aceptar el gambito exige conocer variantes concretas que no son necesarias para este repertorio.";Aceptar f5 sin cálculo puede abrir líneas contra el rey blanco antes de completar el desarrollo.;Comparar al menos dos candidatas, anticipar la mejor respuesta rival y revisar ESP-P10 y ESP-S04.;ESP-E22
ESP-E23;ejercicio;Ejercicio 23;Parte XIII / Ampliación D;e2e4 e7e5 g1f3 b8c6 f1b5 a7a6 b5a4 g8f6 e1g1 f8e7 f1e1 b7b5 a4b3 d7d6 c2c3 e8g8 h2h3 c6b8 d2d4 b8d7 b1d2 c7c5;r1bq1rk1/3nbppp/p2p1n2/1pp1p3/3PP3/1BP2N1P/PP1N1PP1/R1BQR1K1 w - c6 0 12;blancas;¿Qué candidato priorizar si existe ...d5 inmediato?;800–1400;"Una jugada que controle o responda a ...d5, antes que una maniobra lenta. Cuando ...d5 es inmediato, una jugada lenta puede perder el momento; primero hay que decidir cómo responder a la ruptura.";Cf1 o h3 pueden ser buenas, pero son demasiado lentas si ...d5 cambia la posición en la jugada siguiente.;Comparar al menos dos candidatas, anticipar la mejor respuesta rival y revisar ESP-P11 y ESP-S05.;ESP-E23
ESP-E24;ejercicio;Ejercicio 24;Parte XIII / Ampliación D;e2e4 e7e5 g1f3 b8c6 f1b5 a7a6 b5a4 g8f6 e1g1 f8e7 f1e1 b7b5 a4b3 d7d6 c2c3 e8g8 h2h3 c6b8 d2d4 b8d7 b1d2 c7c5 d4d5 d8c7 d2f1 g7g6 f1g3;r1b2rk1/2qnbp1p/p2p1np1/1ppPp3/4P3/1BP2NNP/PP3PP1/R1BQR1K1 b - - 1 14;negras;¿Qué significa mantener tensión?;800–1400;No capturar hasta saber a quién favorece la estructura resultante. Mantener tensión significa posponer la captura con una razón: desarrollar, mejorar una pieza o provocar una concesión.;No capturar sin plan tampoco es virtud: la tensión debe conservarse porque mejora tus opciones, no por indecisión.;Comparar al menos dos candidatas, anticipar la mejor respuesta rival y revisar ESP-P12 y ESP-S06.;ESP-E24
ESP-E25;ejercicio;Ejercicio 25;Parte XIII / Ampliación D;e2e4 e7e5;rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq e6 0 2;blancas;¿Cómo mejorar el alfil c1?;800–1400;"Tras d4, puede ir a e3, g5 o d2 según la estructura. Ae3 suele apoyar d4 y Dd2; Ag5 aumenta presión; Ad2 conecta torres. La estructura decide qué diagonal es útil.";Desarrollar el alfil antes de saber qué ocurre en el centro puede obligarlo a perder tiempos o dejarlo mal colocado.;Comparar al menos dos candidatas, anticipar la mejor respuesta rival y revisar ESP-P01 y ESP-S01.;ESP-E25
ESP-E26;ejercicio;Ejercicio 26;Parte XIII / Ampliación D;e2e4 e7e5 g1f3 b8c6;r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 2 3;blancas;¿Qué piezas mejoran en centro abierto?;800–1400;"Torres y alfiles; necesitan líneas y rey seguro. Torres y alfiles aprovechan columnas y diagonales; por eso el rey debe estar seguro antes de abrir el centro.";Maniobrar lentamente con caballos desaprovecha columnas y diagonales que exigen actividad inmediata.;Comparar al menos dos candidatas, anticipar la mejor respuesta rival y revisar ESP-P02 y ESP-S02.;ESP-E26
ESP-E27;ejercicio;Ejercicio 27;Parte XIII / Ampliación D;e2e4 e7e5 g1f3 b8c6 f1b5 a7a6;r1bqkbnr/1ppp1ppp/p1n5/1B2p3/4P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 0 4;blancas;¿Qué piezas mejoran en centro cerrado?;800–1400;"Caballos y maniobras; los alfiles esperan rupturas. Los caballos encuentran puestos estables detrás de las cadenas; los alfiles necesitan una ruptura para no quedar limitados.";Abrir un flanco con peones sin coordinación puede crear debilidades permanentes antes de que las piezas lleguen.;Comparar al menos dos candidatas, anticipar la mejor respuesta rival y revisar ESP-P03 y ESP-S03.;ESP-E27
ESP-E28;ejercicio;Ejercicio 28;Parte XIII / Ampliación D;e2e4 e7e5 g1f3 b8c6 f1b5 a7a6 b5a4 g8f6;r1bqkb1r/1ppp1ppp/p1n2n2/4p3/B3P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 2 5;blancas;En la Variante del Cambio, ¿qué compensa los peones doblados negros?;800–1400;La pareja de alfiles, columna d y actividad. La pareja de alfiles, la columna d y el desarrollo fluido permiten a negras compensar la debilidad estática de los peones doblados.;Juzgar solo los peones doblados ignora los factores dinámicos que permiten a negras jugar activamente.;Comparar al menos dos candidatas, anticipar la mejor respuesta rival y revisar ESP-P04 y ESP-S04.;ESP-E28
ESP-E29;ejercicio;Ejercicio 29;Parte XIII / Ampliación D;e2e4 e7e5 g1f3 b8c6 f1b5 a7a6 b5a4 g8f6 e1g1 f8e7;r1bqk2r/1pppbppp/p1n2n2/4p3/B3P3/5N2/PPPP1PPP/RNBQ1RK1 w kq - 4 6;blancas;¿Cuándo simplificar en la Variante del Cambio?;800–1400;Cuando el final mantiene la mayoría blanca y reduce la actividad de los alfiles. Simplificar favorece a blancas si reduce la actividad de los alfiles negros y conserva la mayoría del flanco de rey.;Cambiar las piezas activas blancas o permitir que sobrevivan ambos alfiles negros puede eliminar la ventaja estructural.;Comparar al menos dos candidatas, anticipar la mejor respuesta rival y revisar ESP-P05 y ESP-S05.;ESP-E29
ESP-E30;ejercicio;Ejercicio 30;Parte XIII / Ampliación D;e2e4 e7e5 g1f3 b8c6 f1b5 a7a6 b5a4 g8f6 e1g1 f8e7 f1e1 b7b5;r1bqk2r/2ppbppp/p1n2n2/1p2p3/B3P3/5N2/PPPP1PPP/RNBQR1K1 w kq b6 0 7;blancas;¿Qué busca ...c5 contra d4?;800–1400;"Atacar la base central y ganar espacio. ...c5 ataca d4 y disputa espacio; a cambio puede ceder d5 como puesto avanzado si el peón blanco consigue avanzar.";Responder de forma pasiva a ...c5 permite que negras ataquen la base d4 sin pagar un precio posicional.;Comparar al menos dos candidatas, anticipar la mejor respuesta rival y revisar ESP-P06 y ESP-S06.;ESP-E30
ESP-E31;ejercicio;Ejercicio 31;Parte XIII / Ampliación D;e2e4 e7e5 g1f3 b8c6 f1b5 a7a6 b5a4 g8f6 e1g1 f8e7 f1e1 b7b5 a4b3 d7d6;r1bqk2r/2p1bppp/p1np1n2/1p2p3/4P3/1B3N2/PPPP1PPP/RNBQR1K1 w kq - 0 8;blancas;¿Qué busca ...c4 en centro cerrado?;800–1400;"Ganar espacio y expulsar al alfil b3, creando contrajuego en dama. ...c4 gana espacio y puede expulsar Ab3; blancas deben decidir si conservar el alfil o reaccionar en el centro o el flanco de rey.";Retirar automáticamente el alfil puede perder el momento de golpear en el centro o iniciar juego en el otro flanco.;Comparar al menos dos candidatas, anticipar la mejor respuesta rival y revisar ESP-P07 y ESP-S01.;ESP-E31
ESP-E32;ejercicio;Ejercicio 32;Parte XIII / Ampliación D;e2e4 e7e5 g1f3 b8c6 f1b5 a7a6 b5a4 g8f6 e1g1 f8e7 f1e1 b7b5 a4b3 d7d6 c2c3 e8g8;r1bq1rk1/2p1bppp/p1np1n2/1p2p3/4P3/1BP2N2/PP1P1PPP/RNBQR1K1 w - - 1 9;blancas;¿Qué busca ...f5?;800–1400;Atacar e4 y abrir el flanco de rey. ...f5 presiona e4 y abre líneas, pero también puede debilitar e6, g6 y el propio rey negro.;Avanzar peones del rey sin calcular puede abrir líneas que favorezcan a las piezas blancas.;Comparar al menos dos candidatas, anticipar la mejor respuesta rival y revisar ESP-P08 y ESP-S02.;ESP-E32
ESP-E33;ejercicio;Ejercicio 33;Parte XIII / Ampliación D;e2e4 e7e5 g1f3 b8c6 f1b5 a7a6 b5a4 g8f6 e1g1 f8e7 f1e1 b7b5 a4b3 d7d6 c2c3 e8g8 h2h3 c6b8;rnbq1rk1/2p1bppp/p2p1n2/1p2p3/4P3/1BP2N1P/PP1P1PP1/RNBQR1K1 w - - 1 10;blancas;Compara h3 y d4.;800–1400;"d4 cambia el centro; h3 es profilaxis. La urgencia central decide. d4 cambia la estructura y exige cálculo; h3 es profilaxis. La urgencia del centro determina cuál debe jugarse primero.";Tratar h3 y d4 como equivalentes oculta que una es preventiva y la otra transforma el centro.;Comparar al menos dos candidatas, anticipar la mejor respuesta rival y revisar ESP-P09 y ESP-S03.;ESP-E33
ESP-E34;ejercicio;Ejercicio 34;Parte XIII / Ampliación D;e2e4 e7e5 g1f3 b8c6 f1b5 a7a6 b5a4 g8f6 e1g1 f8e7 f1e1 b7b5 a4b3 d7d6 c2c3 e8g8 h2h3 c6b8 d2d4 b8d7;r1bq1rk1/2pnbppp/p2p1n2/1p2p3/3PP3/1BP2N1P/PP3PP1/RNBQR1K1 w - - 1 11;blancas;Compara Cbd2 y a4.;800–1400;"Cbd2 mejora la peor pieza; a4 cuestiona b5. Elige según amenaza y estructura. Cbd2 mejora una pieza; a4 cuestiona la cadena ...a6-b5. Elige según si el problema principal es coordinación o espacio.";Una jugada temática no es automáticamente prioritaria: primero debe responder al problema concreto de la posición.;Comparar al menos dos candidatas, anticipar la mejor respuesta rival y revisar ESP-P10 y ESP-S04.;ESP-E34
ESP-E35;ejercicio;Ejercicio 35;Parte XIII / Ampliación D;e2e4 e7e5 g1f3 b8c6 f1b5 a7a6 b5a4 g8f6 e1g1 f8e7 f1e1 b7b5 a4b3 d7d6 c2c3 e8g8 h2h3 c6b8 d2d4 b8d7 b1d2 c7c5;r1bq1rk1/3nbppp/p2p1n2/1pp1p3/3PP3/1BP2N1P/PP1N1PP1/R1BQR1K1 w - c6 0 12;blancas;Compara d5 y dxe5.;800–1400;"d5 gana espacio y cierra; dxe5 abre líneas. Elige según piezas y rey. d5 cierra y gana espacio; dxe5 abre líneas. La mejor opción depende de qué bando tiene piezas mejor preparadas para el nuevo centro.";Elegir por preferencia estética y no por actividad de piezas puede conducir a una estructura favorable al rival.;Comparar al menos dos candidatas, anticipar la mejor respuesta rival y revisar ESP-P11 y ESP-S05.;ESP-E35
ESP-E36;ejercicio;Ejercicio 36;Parte XIII / Ampliación D;e2e4 e7e5 g1f3 b8c6 f1b5 a7a6 b5a4 g8f6 e1g1 f8e7 f1e1 b7b5 a4b3 d7d6 c2c3 e8g8 h2h3 c6b8 d2d4 b8d7 b1d2 c7c5 d4d5 d8c7 d2f1 g7g6 f1g3;r1b2rk1/2qnbp1p/p2p1np1/1ppPp3/4P3/1BP2NNP/PP3PP1/R1BQR1K1 b - - 1 14;negras;Tablero virtual: reproduce hasta 8.c3.;800–1400;Explica cada pareja: intención blanca, respuesta negra y cambio estructural. Detente después de cada pareja de jugadas y explica qué pieza mejoró, qué casilla cambió y qué plan quedó preparado.;Reproducir de memoria sin verbalizar las intenciones no entrena reconocimiento ni transferencia a partidas reales.;Comparar al menos dos candidatas, anticipar la mejor respuesta rival y revisar ESP-P12 y ESP-S06.;ESP-E36
ESP-E37;ejercicio;Ejercicio 37;Parte XIII / Ampliación D;e2e4 e7e5;rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq e6 0 2;blancas;Tablero virtual: reproduce la ruta Cbd2-f1-g3.;800–1400;"En cada salto, explica qué casillas gana y qué deja de controlar. En d2 el caballo apoya e4; en f1 se reorganiza; en g3 controla f5 y h5. Si el centro se abre, la maniobra puede ser demasiado lenta.";Ejecutar la maniobra con el centro a punto de abrirse puede dejar al caballo fuera del juego durante varias jugadas.;Comparar al menos dos candidatas, anticipar la mejor respuesta rival y revisar ESP-P01 y ESP-S01.;ESP-E37
ESP-E38;ejercicio;Ejercicio 38;Parte XIII / Ampliación D;e2e4 e7e5 g1f3 b8c6;r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 2 3;blancas;Tablero virtual: practica la Berlinesa con 4.O-O.;800–1400;Tras ...Cxe4, usa d4 para crear actividad y compara respuestas. Tras ...Cxe4, d4 busca actividad inmediata. El objetivo de la práctica es reconocer el principio, no memorizar una larga variante.;Memorizar más movimientos sin entender d4 crea una preparación frágil que desaparece ante la primera desviación.;Comparar al menos dos candidatas, anticipar la mejor respuesta rival y revisar ESP-P02 y ESP-S02.;ESP-E38
ESP-E39;ejercicio;Ejercicio 39;Parte XIII / Ampliación D;e2e4 e7e5 g1f3 b8c6 f1b5 a7a6;r1bqkbnr/1ppp1ppp/p1n5/1B2p3/4P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 0 4;blancas;Tablero virtual: practica Axc6 dxc6.;800–1400;"Identifica la mayoría del flanco de rey y la pareja de alfiles negra. Blancas buscan una mayoría útil en el final; negras compensan con pareja de alfiles y actividad. Cada cambio debe evaluarse desde ambos lados.";Cambiar todas las piezas automáticamente puede conservar los alfiles negros activos o perder la mayoría favorable.;Comparar al menos dos candidatas, anticipar la mejor respuesta rival y revisar ESP-P03 y ESP-S03.;ESP-E39
ESP-E40;ejercicio;Ejercicio 40;Parte XIII / Ampliación D;e2e4 e7e5 g1f3 b8c6 f1b5 a7a6 b5a4 g8f6;r1bqkb1r/1ppp1ppp/p1n2n2/4p3/B3P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 2 5;blancas;Revisión global: construye tu plan en una posición desconocida.;800–1400;Observa amenaza, clasifica centro, mejora peor pieza, compara dos candidatas y calcula la mejor respuesta rival. El plan correcto debe responder a la amenaza rival, encajar con la estructura y mejorar la pieza menos activa antes de buscar una combinación.;"Recordar una jugada de apertura sin justificarla no sirve en una posición nueva; el método debe producir una decisión razonada.";Comparar al menos dos candidatas, anticipar la mejor respuesta rival y revisar ESP-P04 y ESP-S04.;ESP-E40
ESP-M01-P1;partida_modelo;Construcción clásica y maniobra hacia g3;Parte X;e2e4 e7e5 g1f3 b8c6 f1b5 a7a6;r1bqkbnr/1ppp1ppp/p1n5/1B2p3/4P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 0 4;blancas;Parada didáctica 1: interpretar la posición real de la partida;900–1400;Las blancas deben explicar qué pieza ha mejorado, qué ruptura está disponible y qué plan prepara la última jugada de la secuencia ESP-M01-P1.;Las negras deben identificar su contrajuego concreto y la respuesta más activa en la posición ESP-M01-P1, sin limitarse a defender.;"La FEN y el diagrama corresponden exactamente al momento señalado; continuar la partida solo después de verbalizar el plan de ambos bandos.";ESP-M01
ESP-M01-P2;partida_modelo;Construcción clásica y maniobra hacia g3;Parte X;e2e4 e7e5 g1f3 b8c6 f1b5 a7a6 b5a4 g8f6 e1g1 f8e7 f1e1 b7b5 a4b3 d7d6 c2c3 e8g8;r1bq1rk1/2p1bppp/p1np1n2/1p2p3/4P3/1BP2N2/PP1P1PPP/RNBQR1K1 w - - 1 9;blancas;Parada didáctica 2: interpretar la posición real de la partida;900–1400;Las blancas deben explicar qué pieza ha mejorado, qué ruptura está disponible y qué plan prepara la última jugada de la secuencia ESP-M01-P2.;Las negras deben identificar su contrajuego concreto y la respuesta más activa en la posición ESP-M01-P2, sin limitarse a defender.;"La FEN y el diagrama corresponden exactamente al momento señalado; continuar la partida solo después de verbalizar el plan de ambos bandos.";ESP-M01
ESP-M01-P3;partida_modelo;Construcción clásica y maniobra hacia g3;Parte X;e2e4 e7e5 g1f3 b8c6 f1b5 a7a6 b5a4 g8f6 e1g1 f8e7 f1e1 b7b5 a4b3 d7d6 c2c3 e8g8 h2h3 c6b8 d2d4;rnbq1rk1/2p1bppp/p2p1n2/1p2p3/3PP3/1BP2N1P/PP3PP1/RNBQR1K1 b - d3 0 10;negras;Parada didáctica 3: interpretar la posición real de la partida;900–1400;Las blancas deben explicar qué pieza ha mejorado, qué ruptura está disponible y qué plan prepara la última jugada de la secuencia ESP-M01-P3.;Las negras deben identificar su contrajuego concreto y la respuesta más activa en la posición ESP-M01-P3, sin limitarse a defender.;"La FEN y el diagrama corresponden exactamente al momento señalado; continuar la partida solo después de verbalizar el plan de ambos bandos.";ESP-M01
ESP-M01-P4;partida_modelo;Construcción clásica y maniobra hacia g3;Parte X;e2e4 e7e5 g1f3 b8c6 f1b5 a7a6 b5a4 g8f6 e1g1 f8e7 f1e1 b7b5 a4b3 d7d6 c2c3 e8g8 h2h3 c6b8 d2d4 b8d7 b1d2 c8b7 b3c2 f8e8 d2f1 e7f8 f1g3;r2qrbk1/1bpn1ppp/p2p1n2/1p2p3/3PP3/2P2NNP/PPB2PP1/R1BQR1K1 b - - 8 14;negras;Parada didáctica 4: interpretar la posición real de la partida;900–1400;Las blancas deben explicar qué pieza ha mejorado, qué ruptura está disponible y qué plan prepara la última jugada de la secuencia ESP-M01-P4.;Las negras deben identificar su contrajuego concreto y la respuesta más activa en la posición ESP-M01-P4, sin limitarse a defender.;"La FEN y el diagrama corresponden exactamente al momento señalado; continuar la partida solo después de verbalizar el plan de ambos bandos.";ESP-M01
ESP-M01-P5;partida_modelo;Construcción clásica y maniobra hacia g3;Parte X;e2e4 e7e5 g1f3 b8c6 f1b5 a7a6 b5a4 g8f6 e1g1 f8e7 f1e1 b7b5 a4b3 d7d6 c2c3 e8g8 h2h3 c6b8 d2d4 b8d7 b1d2 c8b7 b3c2 f8e8 d2f1 e7f8 f1g3 g7g6 a2a4 c7c5 d4d5 c5c4 c1e3 d7c5;r2qrbk1/1b3p1p/p2p1np1/1pnPp3/P1p1P3/2P1BNNP/1PB2PP1/R2QR1K1 w - - 2 18;blancas;Parada didáctica 5: interpretar la posición real de la partida;900–1400;Las blancas deben explicar qué pieza ha mejorado, qué ruptura está disponible y qué plan prepara la última jugada de la secuencia ESP-M01-P5.;Las negras deben identificar su contrajuego concreto y la respuesta más activa en la posición ESP-M01-P5, sin limitarse a defender.;"La FEN y el diagrama corresponden exactamente al momento señalado; continuar la partida solo después de verbalizar el plan de ambos bandos.";ESP-M01
ESP-M02-P1;partida_modelo;Castigar la captura prematura del peón e4;Parte X;e2e4 e7e5 g1f3 b8c6 f1b5 a7a6 b5c6 d7c6;r1bqkbnr/1pp2ppp/p1p5/4p3/4P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 0 5;blancas;Parada didáctica 1: interpretar la posición real de la partida;900–1400;Las blancas deben explicar qué pieza ha mejorado, qué ruptura está disponible y qué plan prepara la última jugada de la secuencia ESP-M02-P1.;Las negras deben identificar su contrajuego concreto y la respuesta más activa en la posición ESP-M02-P1, sin limitarse a defender.;"La FEN y el diagrama corresponden exactamente al momento señalado; continuar la partida solo después de verbalizar el plan de ambos bandos.";ESP-M02
ESP-M02-P2;partida_modelo;Castigar la captura prematura del peón e4;Parte X;e2e4 e7e5 g1f3 b8c6 f1b5 a7a6 b5c6 d7c6 e1g1 f7f6 d2d4 e5d4 d1d4 d8d4;r1b1kbnr/1pp3pp/p1p2p2/8/3qP3/5N2/PPP2PPP/RNB2RK1 w kq - 0 8;blancas;Parada didáctica 2: interpretar la posición real de la partida;900–1400;Las blancas deben explicar qué pieza ha mejorado, qué ruptura está disponible y qué plan prepara la última jugada de la secuencia ESP-M02-P2.;Las negras deben identificar su contrajuego concreto y la respuesta más activa en la posición ESP-M02-P2, sin limitarse a defender.;"La FEN y el diagrama corresponden exactamente al momento señalado; continuar la partida solo después de verbalizar el plan de ambos bandos.";ESP-M02
ESP-M02-P3;partida_modelo;Castigar la captura prematura del peón e4;Parte X;e2e4 e7e5 g1f3 b8c6 f1b5 a7a6 b5c6 d7c6 e1g1 f7f6 d2d4 e5d4 d1d4 d8d4 f3d4 c8d7 b1c3 e8c8 c1e3 f8d6;2kr2nr/1ppb2pp/p1pb1p2/8/3NP3/2N1B3/PPP2PPP/R4RK1 w - - 5 11;blancas;Parada didáctica 3: interpretar la posición real de la partida;900–1400;Las blancas deben explicar qué pieza ha mejorado, qué ruptura está disponible y qué plan prepara la última jugada de la secuencia ESP-M02-P3.;Las negras deben identificar su contrajuego concreto y la respuesta más activa en la posición ESP-M02-P3, sin limitarse a defender.;"La FEN y el diagrama corresponden exactamente al momento señalado; continuar la partida solo después de verbalizar el plan de ambos bandos.";ESP-M02
ESP-M02-P4;partida_modelo;Castigar la captura prematura del peón e4;Parte X;e2e4 e7e5 g1f3 b8c6 f1b5 a7a6 b5c6 d7c6 e1g1 f7f6 d2d4 e5d4 d1d4 d8d4 f3d4 c8d7 b1c3 e8c8 c1e3 f8d6 d4b3 g8e7 a1d1 h8e8 f2f3 e7g6 b3c5;2krr3/1ppb2pp/p1pb1pn1/2N5/4P3/2N1BP2/PPP3PP/3R1RK1 b - - 2 14;negras;Parada didáctica 4: interpretar la posición real de la partida;900–1400;Las blancas deben explicar qué pieza ha mejorado, qué ruptura está disponible y qué plan prepara la última jugada de la secuencia ESP-M02-P4.;Las negras deben identificar su contrajuego concreto y la respuesta más activa en la posición ESP-M02-P4, sin limitarse a defender.;"La FEN y el diagrama corresponden exactamente al momento señalado; continuar la partida solo después de verbalizar el plan de ambos bandos.";ESP-M02
ESP-M02-P5;partida_modelo;Castigar la captura prematura del peón e4;Parte X;e2e4 e7e5 g1f3 b8c6 f1b5 a7a6 b5c6 d7c6 e1g1 f7f6 d2d4 e5d4 d1d4 d8d4 f3d4 c8d7 b1c3 e8c8 c1e3 f8d6 d4b3 g8e7 a1d1 h8e8 f2f3 e7g6 b3c5 d7e6 c5e6 e8e6 g2g3 g6e5 g1g2;2kr4/1pp3pp/p1pbrp2/4n3/4P3/2N1BPP1/PPP3KP/3R1R2 b - - 2 17;negras;Parada didáctica 5: interpretar la posición real de la partida;900–1400;Las blancas deben explicar qué pieza ha mejorado, qué ruptura está disponible y qué plan prepara la última jugada de la secuencia ESP-M02-P5.;Las negras deben identificar su contrajuego concreto y la respuesta más activa en la posición ESP-M02-P5, sin limitarse a defender.;"La FEN y el diagrama corresponden exactamente al momento señalado; continuar la partida solo después de verbalizar el plan de ambos bandos.";ESP-M02
ESP-M03-P1;partida_modelo;Cambio temprano y final de estructura sana;Parte X;e2e4 e7e5 g1f3 b8c6 f1b5 g8f6;r1bqkb1r/pppp1ppp/2n2n2/1B2p3/4P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 4 4;blancas;Parada didáctica 1: interpretar la posición real de la partida;900–1400;Las blancas deben explicar qué pieza ha mejorado, qué ruptura está disponible y qué plan prepara la última jugada de la secuencia ESP-M03-P1.;Las negras deben identificar su contrajuego concreto y la respuesta más activa en la posición ESP-M03-P1, sin limitarse a defender.;"La FEN y el diagrama corresponden exactamente al momento señalado; continuar la partida solo después de verbalizar el plan de ambos bandos.";ESP-M03
ESP-M03-P2;partida_modelo;Cambio temprano y final de estructura sana;Parte X;e2e4 e7e5 g1f3 b8c6 f1b5 g8f6 d2d3 f8c5 e1g1 e8g8 c2c3 d7d6;r1bq1rk1/ppp2ppp/2np1n2/1Bb1p3/4P3/2PP1N2/PP3PPP/RNBQ1RK1 w - - 0 7;blancas;Parada didáctica 2: interpretar la posición real de la partida;900–1400;Las blancas deben explicar qué pieza ha mejorado, qué ruptura está disponible y qué plan prepara la última jugada de la secuencia ESP-M03-P2.;Las negras deben identificar su contrajuego concreto y la respuesta más activa en la posición ESP-M03-P2, sin limitarse a defender.;"La FEN y el diagrama corresponden exactamente al momento señalado; continuar la partida solo después de verbalizar el plan de ambos bandos.";ESP-M03
ESP-M03-P3;partida_modelo;Cambio temprano y final de estructura sana;Parte X;e2e4 e7e5 g1f3 b8c6 f1b5 g8f6 d2d3 f8c5 e1g1 e8g8 c2c3 d7d6 f1e1 a7a6 b5a4 b7b5 a4b3 c5b6 h2h3 h7h6;r1bq1rk1/2p2pp1/pbnp1n1p/1p2p3/4P3/1BPP1N1P/PP3PP1/RNBQR1K1 w - - 0 11;blancas;Parada didáctica 3: interpretar la posición real de la partida;900–1400;Las blancas deben explicar qué pieza ha mejorado, qué ruptura está disponible y qué plan prepara la última jugada de la secuencia ESP-M03-P3.;Las negras deben identificar su contrajuego concreto y la respuesta más activa en la posición ESP-M03-P3, sin limitarse a defender.;"La FEN y el diagrama corresponden exactamente al momento señalado; continuar la partida solo después de verbalizar el plan de ambos bandos.";ESP-M03
