codigo,tipo,titulo,capítulo,secuencia,FEN,bando_que_mueve,objetivo,nivel,comentario_blancas,comentario_negras,continuidad_didactica,referencia_en_manual
ESC-M03-P4,parada_modelo,Transición estratégica tras 4...Ab4+ · Parada 4,Parte X · Tres partidas modelo,e2e4 e7e5 g1f3 b8c6 d2d4 e5d4 f3d4 f8b4 c2c3 b4e7 d4c6 b7c6 f1d3 d7d5 e1g1 g8f6 e4e5 f6d7 f1e1 d7c5 d3c2 e8g8 b1d2 f7f6,r1bq1rk1/p1p1b1pp/2p2p2/2npP3/8/2P5/PPBN1PPP/R1BQR1K1 w - - 0 13,blancas,¿Qué debe comprobar el negro antes de 12...f6?,intermedio,"Cf3 y h3, reforzando e5 y preguntando al alfil.",Abrir f-file solo si la torre puede recapturar y el rey no queda expuesto.,Ambos reyes están seguros y el caballo blanco aún no ha llegado a f3. Alternativa inferior: 12...Ag4?! sin ...f6 permite Cf3 y las blancas consolidan e5. Lección: Una ruptura debe tener una pieza preparada para ocupar la línea que abre.,ESC-M03-P4 · Parte X
ESC-M03-P5,parada_modelo,Transición estratégica tras 4...Ab4+ · Parada 5,Parte X · Tres partidas modelo,e2e4 e7e5 g1f3 b8c6 d2d4 e5d4 f3d4 f8b4 c2c3 b4e7 d4c6 b7c6 f1d3 d7d5 e1g1 g8f6 e4e5 f6d7 f1e1 d7c5 d3c2 e8g8 b1d2 f7f6 d2f3 c8g4 h2h3 g4h5 b2b4 c5e6 e5f6 f8f6,r2q2k1/p1p1b1pp/2p1nr2/3p3b/1P6/2P2N1P/P1B2PP1/R1BQR1K1 w - - 0 17,blancas,¿Qué cambia tras 16...Txf6?,intermedio,"Dd3, De2 y Ae3, cambiando la pieza más activa si es posible.","Ag6, Ad6 y presión sobre h2/g2.","El peón e5 desaparece; la torre negra queda activa en f6 y la estructura c6 sigue siendo un objetivo. Alternativa inferior: 17.Axh7+? Rxh7 entrega un alfil sin continuación porque la dama aún no participa. Lección: Cuando el rival activa una torre, cambiar su apoyo puede ser más eficaz que atacarla directamente.",ESC-M03-P5 · Parte X
ESC-E01,ejercicio,Ruptura central · ¿Qué ruptura blanca aprovecha mejor el desarrollo de Cf3?,Parte XIII,e2e4 e7e5 g1f3 b8c6,r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 2 3,blancas,¿Qué ruptura blanca aprovecha mejor el desarrollo de Cf3?,Básico,Candidata o respuesta esperada: 3.d4,"Mejor recurso rival incluido en la solución: 3.Ac4 y 3.Ab5 son buenas aperturas, pero aquí el repertorio busca 3.d4 para obligar a decidir el centro. Además, d4 obliga a las negras a aclarar e5 antes de completar ...Cf6 y ...Ac5; por eso convierte el tiempo de ventaja en una decisión central.","Pista: Revisa centro, desarrollo y amenaza rival. Error típico: 3.f3? debilita e3 y no desarrolla. Referencias: ESC-P02; repertorio práctico",ESC-E01 · Parte XIII
ESC-E02,ejercicio,"Desarrollo con tempo · Tras 3...exd4, ¿con qué pieza conviene recuperar?",Parte XIII,e2e4 e7e5 g1f3 b8c6 d2d4 e5d4,r1bqkbnr/pppp1ppp/2n5/8/3pP3/5N2/PPP2PPP/RNBQKB1R w KQkq - 0 4,blancas,"Tras 3...exd4, ¿con qué pieza conviene recuperar?",Básico,Candidata o respuesta esperada: 4.Cxd4,"Mejor recurso rival incluido en la solución: El caballo recupera el peón y gana una casilla central sin exponer la dama. 4.Dxd4 permite ...Cc6 con tiempo. Desde d4 el caballo controla c6, e6, f5 y b5; la dama queda libre para coordinarse y no ofrece al rival una jugada de desarrollo con ataque.","Pista: Revisa centro, desarrollo y amenaza rival. Error típico: 4.Dxd4?! mueve la dama demasiado pronto. Referencias: ESC-P03; repertorio práctico",ESC-E02 · Parte XIII
ESC-E03,ejercicio,Estructura c6-c7 · ¿Qué jugada crea una asimetría estable contra 4...Cf6?,Parte XIII,e2e4 e7e5 g1f3 b8c6 d2d4 e5d4 f3d4 g8f6,r1bqkb1r/pppp1ppp/2n2n2/8/3NP3/8/PPP2PPP/RNBQKB1R w KQkq - 1 5,blancas,¿Qué jugada crea una asimetría estable contra 4...Cf6?,Básico,Candidata o respuesta esperada: 5.Cxc6,"Mejor recurso rival incluido en la solución: El cambio elimina al defensor c6 y obliga ...bxc6; después las blancas pueden atacar c6/d5. 5.Cc3 es jugable, pero conserva una posición más simétrica. El cambio no busca ganar c6 inmediatamente: crea una estructura que solo será favorable si las blancas desarrollan Ad3, enrocan y vigilan la ruptura ...d5.","Pista: Revisa centro, desarrollo y amenaza rival. Error típico: 5.e5? puede ser prematura sin conocer ...Cxe4 o ...De7. Referencias: ESC-P04; repertorio práctico",ESC-E03 · Parte XIII
ESC-E04,ejercicio,Compensación estructural · ¿Qué recibe el negro a cambio de los peones doblados?,Parte XIII,e2e4 e7e5 g1f3 b8c6 d2d4 e5d4 f3d4 g8f6 d4c6 b7c6,r1bqkb1r/p1pp1ppp/2p2n2/8/4P3/8/PPP2PPP/RNBQKB1R w KQkq - 0 6,blancas,¿Qué recibe el negro a cambio de los peones doblados?,Básico,Candidata o respuesta esperada: Pareja de alfiles y columna b,"Mejor recurso rival incluido en la solución: Los peones c6-c7 son objetivos, pero ...bxc6 abre la columna b y conserva ambos alfiles. No existe ganancia automática para las blancas. La compensación negra es dinámica, no material: dos alfiles, columna b y posibilidad de ...d5. El blanco debe impedir que esa actividad elimine la debilidad.","Pista: Revisa centro, desarrollo y amenaza rival. Error típico: Creer que c6 se gana sin completar desarrollo. Referencias: ESC-P05; repertorio práctico",ESC-E04 · Parte XIII
ESC-E05,ejercicio,Transformación del centro · ¿Qué decisión central es más clara tras 6...d5?,Parte XIII,e2e4 e7e5 g1f3 b8c6 d2d4 e5d4 f3d4 g8f6 d4c6 b7c6 f1d3 d7d5,r1bqkb1r/p1p2ppp/2p2n2/3p4/4P3/3B4/PPP2PPP/RNBQK2R w KQkq d6 0 7,blancas,¿Qué decisión central es más clara tras 6...d5?,Básico,Candidata o respuesta esperada: 7.exd5,"Mejor recurso rival incluido en la solución: La captura obliga al peón c6 a ir a d5, creando un objetivo aislado. 7.e5 gana espacio, pero permite ...Cd7 y ...c5 con juego más complejo. Tras exd5 y ...cxd5, el objetivo queda definido. Mantener la tensión permitiría ...dxe4 o ...d4 en condiciones más cómodas para las negras.","Pista: Revisa centro, desarrollo y amenaza rival. Error típico: 7.O-O? no es mala, pero deja a negras elegir ...dxe4. Referencias: ESC-P06; repertorio práctico",ESC-E05 · Parte XIII
ESC-E06,ejercicio,"Seguridad del rey · Antes de presionar d5, ¿qué debe hacer el blanco?",Parte XIII,e2e4 e7e5 g1f3 b8c6 d2d4 e5d4 f3d4 g8f6 d4c6 b7c6 f1d3 d7d5 e4d5 c6d5,r1bqkb1r/p1p2ppp/5n2/3p4/8/3B4/PPP2PPP/RNBQK2R w KQkq - 0 8,blancas,"Antes de presionar d5, ¿qué debe hacer el blanco?",Básico,Candidata o respuesta esperada: 8.O-O,"Mejor recurso rival incluido en la solución: Con el centro abierto, el rey seguro es prioritario. 8.Df3?! aumenta presión, pero permite ...Ag4 y mantiene el rey en e1. El enroque activa la torre de f1 y evita que ...Ag4 o ...d4 abran líneas contra e1. La presión sobre d5 puede esperar un movimiento.","Pista: Revisa centro, desarrollo y amenaza rival. Error típico: 8.Ab5+?! es un jaque sin mejora real. Referencias: ESC-P07; repertorio práctico",ESC-E06 · Parte XIII
ESC-E07,ejercicio,Peor pieza concreta · ¿Cuál es la pieza blanca menos desarrollada?,Parte XIII,e2e4 e7e5 g1f3 b8c6 d2d4 e5d4 f3d4 g8f6 d4c6 b7c6 f1d3 d7d5 e4d5 c6d5 e1g1 f8e7 f1e1 e8g8,r1bq1rk1/p1p1bppp/5n2/3p4/8/3B4/PPP2PPP/RNBQR1K1 w - - 4 10,blancas,¿Cuál es la pieza blanca menos desarrollada?,Básico,Candidata o respuesta esperada: El caballo b1; 10.Cd2,Mejor recurso rival incluido en la solución: La torre ya está activa y el rey seguro. Cd2 prepara c4/f3 y deja libre el peón c para otras decisiones. Cd2 no es pasivo: prepara c4 para bloquear d5 y libera c1 para el alfil. Desarrollar la peor pieza mejora todo el plan blanco.,"Pista: Revisa centro, desarrollo y amenaza rival. Error típico: 10.Df3?! repite la idea de presión sin completar desarrollo. Referencias: ESC-P09; repertorio práctico",ESC-E07 · Parte XIII
ESC-E08,ejercicio,Control de la casilla d4 · ¿Cómo responder a 10...c5 sin apresurarse a capturar?,Parte XIII,e2e4 e7e5 g1f3 b8c6 d2d4 e5d4 f3d4 g8f6 d4c6 b7c6 f1d3 d7d5 e4d5 c6d5 e1g1 f8e7 f1e1 e8g8 b1d2 c7c5,r1bq1rk1/p3bppp/5n2/2pp4/8/3B4/PPPN1PPP/R1BQR1K1 w - c6 0 11,blancas,¿Cómo responder a 10...c5 sin apresurarse a capturar?,Básico,Candidata o respuesta esperada: 11.b3,"Mejor recurso rival incluido en la solución: b3 prepara Ab2 contra d4/e5 y sostiene la coordinación. 11.c4?! fija el centro, pero puede ceder d4 a las negras. b3 controla c4, prepara Ab2 y responde a ...d4 desde una diagonal larga. c4 inmediato puede fijar d4 como casilla fuerte para el peón negro.","Pista: Revisa centro, desarrollo y amenaza rival. Error típico: 11.Cf5?! permite ...Axf5. Referencias: ESC-P10; repertorio práctico",ESC-E08 · Parte XIII
ESC-E09,ejercicio,Plan rival · ¿Cuál es la ruptura liberadora principal de las negras?,Parte XIII,e2e4 e7e5 g1f3 b8c6 d2d4 e5d4 f3d4 f8c5 c1e3 d8f6 c2c3 g8e7,r1b1k2r/ppppnppp/2n2q2/2b5/3NP3/2P1B3/PP3PPP/RN1QKB1R w KQkq - 1 7,blancas,¿Cuál es la ruptura liberadora principal de las negras?,Básico,Candidata o respuesta esperada: ...d5,"Mejor recurso rival incluido en la solución: En la Clásica, ...d5 desafía el caballo d4 y abre el alfil c8. Las blancas deben enrocar y calcular capturas. ...d5 libera el alfil de c8 y cuestiona e4. Si el blanco la ignora, las negras resuelven su principal problema de apertura con una sola jugada.","Pista: Revisa centro, desarrollo y amenaza rival. Error típico: ...f5? debilita el rey antes de enrocar. Referencias: ESC-S04; repertorio práctico",ESC-E09 · Parte XIII
ESC-E10,ejercicio,"Defensa activa · Contra 4...Ac5, ¿qué desarrollo protege el caballo d4?",Parte XIII,e2e4 e7e5 g1f3 b8c6 d2d4 e5d4 f3d4 f8c5,r1bqk1nr/pppp1ppp/2n5/2b5/3NP3/8/PPP2PPP/RNBQKB1R w KQkq - 1 5,blancas,"Contra 4...Ac5, ¿qué desarrollo protege el caballo d4?",Básico,Candidata o respuesta esperada: 5.Ae3,"Mejor recurso rival incluido en la solución: Ae3 interpone una pieza y prepara c3. 5.Cb3 es sólido, pero concede parte de la iniciativa central. Ae3 añade un defensor a d4 y desarrolla el alfil. Cb3 retira una pieza activa y permite a las negras completar el desarrollo sin nuevas dificultades.","Pista: Revisa centro, desarrollo y amenaza rival. Error típico: 5.Cxc6?! puede entregar la tensión sin obtener el plan deseado. Referencias: ESC-X01; repertorio práctico",ESC-E10 · Parte XIII
ESC-E11,ejercicio,Ataque a c7 · ¿Qué recurso castiga la salida temprana 4...Dh4?!,Parte XIII,e2e4 e7e5 g1f3 b8c6 d2d4 e5d4 f3d4 d8h4,r1b1kbnr/pppp1ppp/2n5/8/3NP2q/8/PPP2PPP/RNBQKB1R w KQkq - 1 5,blancas,¿Qué recurso castiga la salida temprana 4...Dh4?!,Básico,Candidata o respuesta esperada: 5.Cb5,"Mejor recurso rival incluido en la solución: 5.Cb5 amenaza Cxc7+, un tenedor de rey y torre, y aprovecha que la dama no ha contribuido al desarrollo. Cb5 es fuerte porque c7 está unido a la torre a8 y la dama negra ha perdido tiempo. Sin esa doble condición, el salto sería solo una excursión lateral.","Pista: Revisa centro, desarrollo y amenaza rival. Error típico: 5.g3?! debilita casillas y permite ...Dxe4+. Referencias: ESC-M02-P1; repertorio práctico",ESC-E11 · Parte XIII
ESC-E12,ejercicio,Respuesta al jaque · ¿Cómo bloquear 4...Ab4+ de forma útil?,Parte XIII,e2e4 e7e5 g1f3 b8c6 d2d4 e5d4 f3d4 f8b4,r1bqk1nr/pppp1ppp/2n5/8/1b1NP3/8/PPP2PPP/RNBQKB1R w KQkq - 1 5,blancas,¿Cómo bloquear 4...Ab4+ de forma útil?,Básico,Candidata o respuesta esperada: 5.c3,"Mejor recurso rival incluido en la solución: c3 corta el jaque, sostiene d4 y obliga al alfil a retirarse. 5.Cc3 bloquea, pero permite una clavada sobre el caballo d4. c3 no solo corta el jaque: sostiene d4 y obliga al alfil a decidir. El caballo b1 irá después por d2, de modo que la estructura sigue siendo coherente.","Pista: Revisa centro, desarrollo y amenaza rival. Error típico: 5.Ad2?! desarrolla, pero cambia un alfil útil sin ganar espacio. Referencias: ESC-M03-P1; repertorio práctico",ESC-E12 · Parte XIII
ESC-E13,ejercicio,Ataque a la base · ¿Qué ruptura debe preparar el negro contra la cadena e5?,Parte XIII,e2e4 e7e5 g1f3 b8c6 d2d4 e5d4 f3d4 f8b4 c2c3 b4e7 d4c6 b7c6 f1d3 d7d5 e1g1 g8f6 e4e5 f6d7,r1bqk2r/p1pnbppp/2p5/3pP3/8/2PB4/PP3PPP/RNBQ1RK1 w kq - 1 10,blancas,¿Qué ruptura debe preparar el negro contra la cadena e5?,Básico,Candidata o respuesta esperada: ...f6,"Mejor recurso rival incluido en la solución: La base de la cadena es e5. Tras enrocar, ...f6 cuestiona ese peón y activa la torre f8 si se abre la columna. ...f6 ataca la base e5 y abre la columna f. El blanco debe comprobar si exf6 deja una pieza negra activa o si conviene mantener la tensión.","Pista: Revisa centro, desarrollo y amenaza rival. Error típico: ...g5? crea debilidades sin atacar la base. Referencias: ESC-S06; repertorio práctico",ESC-E13 · Parte XIII
ESC-E14,ejercicio,Bloqueo activo · ¿Qué casilla de bloqueo busca el caballo blanco?,Parte XIII,e2e4 e7e5 g1f3 b8c6 d2d4 e5d4 f3d4 g8f6 d4c6 b7c6 f1d3 d7d5 e4d5 c6d5,r1bqkb1r/p1p2ppp/5n2/3p4/8/3B4/PPP2PPP/RNBQK2R w KQkq - 0 8,blancas,¿Qué casilla de bloqueo busca el caballo blanco?,Básico,Candidata o respuesta esperada: c4,Mejor recurso rival incluido en la solución: Un caballo en c4 frena d4 y ataca d6/e5. Bloquear con una pieza pasiva en d3 no genera contrajuego. Cc4 bloquea d5 desde una casilla activa y controla d6 y e5. El bloqueo funciona porque el caballo no puede ser expulsado inmediatamente por un peón.,"Pista: Revisa centro, desarrollo y amenaza rival. Error típico: Atacar d5 solo con la dama. Referencias: ESC-S03; repertorio práctico",ESC-E14 · Parte XIII
ESC-E15,ejercicio,"Control final · Antes de mover, ¿qué avance negro debe calcular el blanco?",Parte XIII,e2e4 e7e5 g1f3 b8c6 d2d4 e5d4 f3d4 g8f6 d4c6 b7c6 f1d3 d7d5 e4d5 c6d5 e1g1 f8e7 f1e1 e8g8 b1d2 c7c5 b2b3 f8e8 c1b2 c8e6,r2qr1k1/p3bppp/4bn2/2pp4/8/1P1B4/PBPN1PPP/R2QR1K1 w - - 3 13,blancas,"Antes de mover, ¿qué avance negro debe calcular el blanco?",Básico,Candidata o respuesta esperada: ...d4,"Mejor recurso rival incluido en la solución: La estructura y las piezas negras apuntan a ...d4. Las candidatas blancas deben responder a ese avance, en especial Df3, c4 o Cf3. Antes de mover, el blanco debe responder a ...d4 con una pieza o cambiar la tensión. Df3 y Cc4 son candidatas porque atacan el peón y mejoran coordinación.","Pista: Revisa centro, desarrollo y amenaza rival. Error típico: Jugar 13.Dg4?! sin mirar ...d4. Referencias: ESC-P12; repertorio práctico",ESC-E15 · Parte XIII
ESC-E16,ejercicio,Reconocer · ¿Qué tipo de centro aparece y qué piezas ganan valor?,Ampliación D,e2e4 e7e5 g1f3 b8c6 d2d4 e5d4 f3d4,r1bqkbnr/pppp1ppp/2n5/8/3NP3/8/PPP2PPP/RNBQKB1R b KQkq - 0 4,negras,¿Qué tipo de centro aparece y qué piezas ganan valor?,Reconocer,Analizar la respuesta blanca antes de decidir.,"Mejor recurso rival incluido en la solución: La desaparición del peón e negro y del peón d blanco abre columnas y diagonales. Los alfiles y torres se activan; por eso la prioridad es desarrollar y enrocar, no mover peones de flanco.",Pista: Genera dos candidatas concretas y calcula la mejor respuesta rival. Error típico: Llamarlo centro cerrado por ver un caballo en d4. Referencias: ESC-S01; ESC-M01-P1,ESC-E16 · Ampliación D
ESC-E17,ejercicio,Reconocer · ¿Cuál es la debilidad negra y cuál es su compensación?,Ampliación D,e2e4 e7e5 g1f3 b8c6 d2d4 e5d4 f3d4 g8f6 d4c6 b7c6,r1bqkb1r/p1pp1ppp/2p2n2/8/4P3/8/PPP2PPP/RNBQKB1R w KQkq - 0 6,blancas,¿Cuál es la debilidad negra y cuál es su compensación?,Reconocer,Candidata o respuesta esperada: c6 es objetivo; alfiles y columna b compensan,"Mejor recurso rival incluido en la solución: El peón c6 puede fijarse, pero la recaptura ...bxc6 abre b-file y conserva la pareja de alfiles. Blancas deben impedir ...d5 sin perder tiempos.",Pista: Genera dos candidatas concretas y calcula la mejor respuesta rival. Error típico: Suponer que los peones doblados pierden por sí solos. Referencias: ESC-S02; ESC-P05,ESC-E17 · Ampliación D
ESC-E18,ejercicio,Reconocer · ¿Qué define esta estructura después de ...cxd5?,Ampliación D,e2e4 e7e5 g1f3 b8c6 d2d4 e5d4 f3d4 g8f6 d4c6 b7c6 f1d3 d7d5 e4d5 c6d5,r1bqkb1r/p1p2ppp/5n2/3p4/8/3B4/PPP2PPP/RNBQK2R w KQkq - 0 8,blancas,¿Qué define esta estructura después de ...cxd5?,Reconocer,Candidata o respuesta esperada: Peón aislado negro en d5,"Mejor recurso rival incluido en la solución: El peón d5 da espacio y puede avanzar, pero carece de apoyo de otro peón. Blancas lo bloquean; negras buscan ...c5 y ...d4.",Pista: Genera dos candidatas concretas y calcula la mejor respuesta rival. Error típico: Cambiar todas las piezas sin controlar d4. Referencias: ESC-S03; ESC-M01,ESC-E18 · Ampliación D
ESC-E19,ejercicio,Reconocer · ¿Dónde está la base de la cadena blanca?,Ampliación D,e2e4 e7e5 g1f3 b8c6 d2d4 e5d4 f3d4 f8b4 c2c3 b4e7 d4c6 b7c6 f1d3 d7d5 e1g1 g8f6 e4e5 f6d7,r1bqk2r/p1pnbppp/2p5/3pP3/8/2PB4/PP3PPP/RNBQ1RK1 w kq - 1 10,blancas,¿Dónde está la base de la cadena blanca?,Reconocer,Candidata o respuesta esperada: e5,"Mejor recurso rival incluido en la solución: El peón e5 sostiene el espacio blanco y es atacable con ...f6. El negro no debe golpear la punta con ...g5, sino la base.",Pista: Genera dos candidatas concretas y calcula la mejor respuesta rival. Error típico: Confundir la casilla f6 con la base de la cadena. Referencias: ESC-S06; ESC-M03,ESC-E19 · Ampliación D
ESC-E20,ejercicio,Reconocer · ¿Qué problema práctico tiene la dama blanca en d4?,Ampliación D,e2e4 e7e5 g1f3 b8c6 d2d4 e5d4 f3d4 c6d4 d1d4,r1bqkbnr/pppp1ppp/8/8/3QP3/8/PPP2PPP/RNB1KB1R b KQkq - 0 5,negras,¿Qué problema práctico tiene la dama blanca en d4?,Reconocer,Analizar la respuesta blanca antes de decidir.,"Mejor recurso rival incluido en la solución: La dama es activa, pero una pieza menor puede atacarla mientras desarrolla. Blancas deben buscar una casilla estable y no defender e4 con más movimientos de dama.",Pista: Genera dos candidatas concretas y calcula la mejor respuesta rival. Error típico: Considerar toda centralización de dama como ventaja. Referencias: ESC-S05,ESC-E20 · Ampliación D
ESC-E21,ejercicio,Decidir · El negro juega 4...Ac5. Compare 5.Ae3 y 5.Cb3.,Ampliación D,e2e4 e7e5 g1f3 b8c6 d2d4 e5d4 f3d4 f8c5,r1bqk1nr/pppp1ppp/2n5/2b5/3NP3/8/PPP2PPP/RNBQKB1R w KQkq - 1 5,blancas,El negro juega 4...Ac5. Compare 5.Ae3 y 5.Cb3.,Decidir,Candidata o respuesta esperada: 5.Ae3,"Mejor recurso rival incluido en la solución: Ae3 protege d4, desarrolla y prepara c3. Cb3 evita la presión, pero mueve de nuevo el caballo y concede a negras un desarrollo cómodo.",Pista: Genera dos candidatas concretas y calcula la mejor respuesta rival. Error típico: 5.Cxc6 sin valorar ...dxc6 y pareja de alfiles. Referencias: ESC-S04,ESC-E21 · Ampliación D
ESC-E22,ejercicio,"Decidir · Tras ...Cge7, ¿qué jugada completa el esquema blanco?",Ampliación D,e2e4 e7e5 g1f3 b8c6 d2d4 e5d4 f3d4 f8c5 c1e3 d8f6 c2c3 g8e7 f1c4,r1b1k2r/ppppnppp/2n2q2/2b5/2BNP3/2P1B3/PP3PPP/RN1QK2R b KQkq - 2 7,negras,"Tras ...Cge7, ¿qué jugada completa el esquema blanco?",Decidir,Analizar la respuesta blanca antes de decidir.,"Mejor recurso rival incluido en la solución: Ac4 desarrolla con presión en f7 y deja el rey listo para O-O. 7.Cc2 es posible, pero retira el caballo antes de que sea necesario.",Pista: Genera dos candidatas concretas y calcula la mejor respuesta rival. Error típico: 7.f4?! abre el rey y deja e3 bajo presión. Referencias: ESC-S04; repertorio,ESC-E22 · Ampliación D
ESC-E23,ejercicio,"Decidir · Después de 5...bxc6, compare 6.Ad3 y 6.e5.",Ampliación D,e2e4 e7e5 g1f3 b8c6 d2d4 e5d4 f3d4 g8f6 d4c6 b7c6,r1bqkb1r/p1pp1ppp/2p2n2/8/4P3/8/PPP2PPP/RNBQKB1R w KQkq - 0 6,blancas,"Después de 5...bxc6, compare 6.Ad3 y 6.e5.",Decidir,Candidata o respuesta esperada: 6.Ad3,"Mejor recurso rival incluido en la solución: Ad3 desarrolla y conserva la opción de e5 o exd5. 6.e5 expulsa al caballo, pero exige conocer ...De7 y ...Cd5; para el nivel objetivo, el desarrollo primero es más robusto.",Pista: Genera dos candidatas concretas y calcula la mejor respuesta rival. Error típico: 6.Ab5 repite pieza sin impedir ...d5. Referencias: ESC-P05; ESC-S02,ESC-E23 · Ampliación D
ESC-E24,ejercicio,"Decidir · Tras 6...d5, compare 7.exd5 y 7.e5.",Ampliación D,e2e4 e7e5 g1f3 b8c6 d2d4 e5d4 f3d4 g8f6 d4c6 b7c6 f1d3 d7d5,r1bqkb1r/p1p2ppp/2p2n2/3p4/4P3/3B4/PPP2PPP/RNBQK2R w KQkq d6 0 7,blancas,"Tras 6...d5, compare 7.exd5 y 7.e5.",Decidir,Candidata o respuesta esperada: 7.exd5,"Mejor recurso rival incluido en la solución: exd5 conduce al peón c6 a d5 y crea un objetivo claro. e5 gana espacio, pero entrega a negras el plan ...Cd7, ...c5 y ...f6.",Pista: Genera dos candidatas concretas y calcula la mejor respuesta rival. Error típico: 7.Cc3?! permite ...dxe4 y cambia la estructura sin decisión propia. Referencias: ESC-P06; ESC-S03,ESC-E24 · Ampliación D
ESC-E25,ejercicio,"Decidir · Tras 10...c5, compare 11.b3 y 11.c4.",Ampliación D,e2e4 e7e5 g1f3 b8c6 d2d4 e5d4 f3d4 g8f6 d4c6 b7c6 f1d3 d7d5 e4d5 c6d5 e1g1 f8e7 f1e1 e8g8 b1d2 c7c5,r1bq1rk1/p3bppp/5n2/2pp4/8/3B4/PPPN1PPP/R1BQR1K1 w - c6 0 11,blancas,"Tras 10...c5, compare 11.b3 y 11.c4.",Decidir,Candidata o respuesta esperada: 11.b3,"Mejor recurso rival incluido en la solución: b3 desarrolla Ab2 y controla la casilla de avance d4. c4 fija el centro, pero deja d4 como puesto y puede bloquear al alfil c1.",Pista: Genera dos candidatas concretas y calcula la mejor respuesta rival. Error típico: 11.Cf3? abandona d2 sin resolver ...d4. Referencias: ESC-P10; ESC-M01-P4,ESC-E25 · Ampliación D
ESC-E26,ejercicio,Continuar · Encuentre una secuencia de tres jugadas para completar el desarrollo blanco.,Ampliación D,e2e4 e7e5 g1f3 b8c6 d2d4 e5d4 f3d4 g8f6 d4c6 b7c6 f1d3 d7d5 e4d5 c6d5 e1g1 f8e7 f1e1 e8g8 b1d2 c7c5,r1bq1rk1/p3bppp/5n2/2pp4/8/3B4/PPPN1PPP/R1BQR1K1 w - c6 0 11,blancas,Encuentre una secuencia de tres jugadas para completar el desarrollo blanco.,Continuar,Candidata o respuesta esperada: 11.b3 Te8 12.Ab2,"Mejor recurso rival incluido en la solución: b3 da una diagonal al alfil; ...Te8 aumenta presión central; Ab2 enfrenta el alfil al peón d4/d5. La secuencia responde al plan negro, no solo mejora piezas.",Pista: Genera dos candidatas concretas y calcula la mejor respuesta rival. Error típico: 11.c4 d4 12.Cf3 permite ...Ad6 con espacio. Referencias: ESC-M01-P4; ESC-P11,ESC-E26 · Ampliación D
ESC-E27,ejercicio,Continuar · El peón negro está en d4. ¿Cómo se bloquea activamente?,Ampliación D,e2e4 e7e5 g1f3 b8c6 d2d4 e5d4 f3d4 g8f6 d4c6 b7c6 f1d3 d7d5 e4d5 c6d5 e1g1 f8e7 f1e1 e8g8 b1d2 c7c5 b2b3 f8e8 c1b2 c8e6 d1f3 a8c8 a1d1 d5d4 d2c4 e6d5,2rqr1k1/p3bppp/5n2/2pb4/2Np4/1P1B1Q2/PBP2PPP/3RR1K1 w - - 2 16,blancas,El peón negro está en d4. ¿Cómo se bloquea activamente?,Continuar,Candidata o respuesta esperada: 15.Cc4,"Mejor recurso rival incluido en la solución: Cc4 frena d3, ataca d6/e5 y obliga al alfil e6 a decidir. 15.Cf1 deja c4 libre para una pieza negra y no presiona el centro.","Pista: Genera dos candidatas concretas y calcula la mejor respuesta rival. Error típico: 15.c4? fija el peón, pero puede permitir ...Ad6 y ...Ce4 con piezas blancas mal colocadas. Referencias: ESC-M01-P5; ESC-S03",ESC-E27 · Ampliación D
ESC-E28,ejercicio,"Continuar · Tras ...Rd8, encuentre la secuencia que pone todas las piezas blancas en juego.",Ampliación D,e2e4 e7e5 g1f3 b8c6 d2d4 e5d4 f3d4 d8h4 d4b5 h4e4 f1e2 e8d8,r1bk1bnr/pppp1ppp/2n5/1N6/4q3/8/PPP1BPPP/RNBQK2R w KQ - 2 7,blancas,"Tras ...Rd8, encuentre la secuencia que pone todas las piezas blancas en juego.",Continuar,Candidata o respuesta esperada: 7.O-O a6 8.C1c3,Mejor recurso rival incluido en la solución: O-O activa la torre y C1c3 suma presión en d5/c7. Salvar el caballo b5 primero permite a la dama negra reorganizarse.,Pista: Genera dos candidatas concretas y calcula la mejor respuesta rival. Error típico: 7.Ca3?! pierde la ocasión de enrocar con iniciativa. Referencias: ESC-M02-P2,ESC-E28 · Ampliación D
ESC-E29,ejercicio,"Continuar · Después de 9...Rxc7, ¿qué jaque mantiene la iniciativa?",Ampliación D,e2e4 e7e5 g1f3 b8c6 d2d4 e5d4 f3d4 d8h4 d4b5 h4e4 f1e2 e8d8 e1g1 a7a6 b1c3 e4g6 b5c7 d8c7,r1b2bnr/1pkp1ppp/p1n3q1/8/8/2N5/PPP1BPPP/R1BQ1RK1 w - - 0 10,blancas,"Después de 9...Rxc7, ¿qué jaque mantiene la iniciativa?",Continuar,Candidata o respuesta esperada: 10.Cd5+,"Mejor recurso rival incluido en la solución: 10.Cd5+ desarrolla el caballo c3 con jaque y obliga al rey a responder. 10.Af4+ también es legal, pero ...d6 corta la diagonal y facilita el desarrollo negro.",Pista: Genera dos candidatas concretas y calcula la mejor respuesta rival. Error típico: 10.Af4+?! no es jaque porque el alfil queda bloqueado por e3/d2. Referencias: ESC-M02-P3,ESC-E29 · Ampliación D
